ID,Name_lang
46261,"Test Noncombat Pet Spell"
46262,"Void Zone Periodic"
46264,"Void Zone Effect"
46265,"Void Zone Pre-effect Visual"
46266,"Burn Mana"
46272,"Oshu'gun Cloud Invisibility"
46273,"Multiphase Goggles"
46276,"Ravager Taunt"
46277,"Bring Pain"
46281,"Take Multiphase Reading"
46282,"Black Hole"
46286,"Razorthorn Pet Dismiss Heartbeat"
46287,"Infernal Defense"
46290,"Tentacle Sweep"
46292,"Cataclysm Breath"
46302,"K'iru's Song of Victory"
46305,"Avenging Rage"
46306,"Create Doomfire Shard"
46307,"Scrying Orb Kill Credit"
46309,"Find Opening Impact Visual"
46310,"Drop War Halberd"
46313,"NPC Juggle Torch (Catch)"
46314,"Ahune - Slippery Floor Ambient"
46315,"Mammoth Charge"
46316,"Thundering Roar"
46317,"Mammoth Trample"
46318,"Captured Totem Credit Master"
46320,"Slippery Floor Ambient Periodic"
46321,"NPC Juggle Torch"
46322,"NPC Juggle Torch (Juggling)"
46323,"Captured Totem (Aux)"
46325,"NPC Juggle Torch (No Catch)"
46326,"NPC Juggle Torch II"
46328,"Captured Totem (Aux2)"
46330,"Sunwell Camera Bind Sight"
46331,"Trainer: Untrain Talents"
46332,"Midsummer Flame Breath"
46333,"Find Opening Beam End"
46334,"Test Honor Spell"
46335,"Summon Nedar"
46336,"Beam Attack against Ahune"
46337,"Crab Disguise"
46338,"Summon Jenny"
46339,"Bonfire Disguise"
46340,"Crates Carried"
46341,"Find Opening Visual Trigger"
46342,"Drop Crate"
46343,"Teleport to Caverns of Time"
46345,"Find Opening Visual Trigger (Channel)"
46346,"Irresistible Lure"
46348,"Slow Creature"
46353,"Smelt Hardened Khorium"
46357,"Trigger Jenny Credit"
46358,"Give Jenny Credit"
46359,"Summon Ice Spear Bunny"
46360,"Ice Spear Knockback"
46361,"Reinforced Net"
46362,"Give Emergency Kit"
46363,"Beam Attack against Ahune 2"
46367,"Anveena's Prison"
46368,"Blow Cenarion Horn"
46369,"Summon Ice Spear Object"
46371,"Ice Spear Control Aura"
46372,"Ice Spear Target Picker"
46373,"Windsoul Totem Periodic"
46374,"Windsoul Totem Aura"
46375,"An Innocent Disguise: Quest Complete"
46376,"Airy Soul"
46377,"Totem Kill Credit"
46378,"Windsoul Credt"
46379,"Plant Windsoul Totem"
46382,"Summon Minion Missile, Minion 3"
46383,"Cenarion Stun"
46386,"Luminous Bluetail"
46387,"Cure Caribou Hide"
46388,"Might of East Frostwolf Tower"
46389,"Might of Frostwolf"
46390,"Honor of the Stormpike"
46393,"Brutal Assault"
46396,"Ice Bombardment"
46397,"Ice Bombard"
46398,"Ice Bombardment Dest Picker"
46399,"Energy Transfer"
46400,"Steam Weapon"
46401,"Cosmetic - Cannon Impact"
46402,"Ahune Resurfaces"
46403,"Quick Dawnstone"
46405,"Forceful Talasite"
46406,"Bitter Blast"
46408,"Minion 2 Beam, Self Root"
46410,"Anveena Energy Drain"
46416,"Ahune Self Stun"
46417,"Master the Storm: Storm Tempest On Health Range"
46418,"Master the Storm: Storm Tempest Kill Credit"
46419,"Cosmetic - Explosion"
46420,"Event - END"
46421,"Event - Shamans find opening"
46422,"Event - Shamans look for opening"
46423,Snowy
46424,"Power of the Storm"
46425,Snarly
46426,Chuck
46429,"Weakness to Lightning: Quest Accept Force Cast"
46430,"Synch Health"
46433,"Ahune Spank Knockback and Snow"
46439,"Display Transport Globe"
46440,"Cosmetic - Ashli's Fireball TEST"
46442,"Flash of Darkness"
46443,"Weakness to Lightning: Kill Credit Direct to Player"
46444,"Weakness to Lightning: Cast on Master Script Effect"
46445,"Weakness to Lightning: Kill Credit from Pet"
46446,"Weakness to Lightning: Cancel Power of the Storm Aura"
46447,"Portal Effect: Lower Naxxanar"
46448,"Portal Effect: Upper Naxxanar"
46449,"Portal Effect: Temple City"
46450,"Portal: Lower Naxxanar"
46451,"Portal: Upper Naxxanar (Horde)"
46452,"Portal: Temple City of En'kilah"
46458,"Hailstone Chill"
46459,"Assassin's Mark"
46465,"Hailstone Chill, Internal"
46473,"Teleport and Transform"
46474,"Sacrifice of Anveena"
46475,"Activate Sunblade Protector"
46476,"Sunblade Protector Activated"
46477,"Naxxanar Beam 1"
46481,"Disease Buffet"
46482,"Naxxanar Beam 2"
46483,"Volatile Disease"
46485,"The Greatmother's Soulcatcher"
46487,"Copy of Holy Bolt"
46488,"Summon Gnome Soul"
46521,"Naxxanar Beam 3"
46541,"Chilling Burst"
46542,"Chilling Aura"
46545,"Summon Cart"
46547,"Activate Interdimensional Refabricator"
46548,Swat
46549,"Chill, Internal Shifter"
46550,"Weakness to Lightning: On Quest Complete"
46556,"Enemy Dodge Test"
46557,"Slaying Shot"
46565,Holyform
46568,"Wind Buffet"
46570,"[DND] Ribbon Pole Dancer XP"
46572,"TEST - Frostfire"
46574,"Burn Grain"
46575,"Summon Farshire Grain"
46577,Wounded
46578,"Enchant Weapon - Deathfrost"
46579,Deathfrost
46580,"TEST - Frostfire 2"
46581,"Cosmetic - Eat"
46583,"Cosmetic - Drink"
46586,"Almost Dead"
46588,"Ice Spear"
46590,"Ninja Grenade [PH]"
46591,"Heroic Countenance"
46592,"Summon Ahune Lieutenant"
46593,"Wisp Flight Missile and Beam"
46594,"Enchant Chest - Dodge"
46595,"Summon Ice Stone Lieutenant, Trigger"
46596,"Eternal Shield"
46597,"Eternal Earthstorm Diamond"
46598,"Ride Vehicle Hardcoded"
46599,"Phoenix Hatchling"
46600,"Ember Skyfire Mana"
46601,"Ember Skyfire Diamond"
46602,VehicleScriptTest
46603,"Force Wisp Flight Missile"
46606,"Tillinghast's Plague Canister Dummy"
46607,"Drake Harpoon"
46619,"Raise Ally"
46620,"Red Dragonblood"
46621,"Worg Taxi"
46622,"Summon Ahune's Loot, Heroic"
46623,"Summon Ahune's Loot Missile, Heroic"
46624,"Green Tendril Beam"
46625,"Wing Sweep"
46628,"Swift White Hawkstrider"
46630,"Torch Tossing Practice"
46631,"Ride Worg"
46632,"Increase Spell Dam 176"
46637,"Break Ice"
46641,"Player Dummy to Blue Drake"
46642,"5,000 Gold"
46643,Frostscythe
46649,"Maximize Pet's Loyalty and Happiness"
46650,"Open Brutallus Back Door"
46655,"Champion of Hellscream"
46657,"Taunka'le Evacuee"
46659,"Call Evacuee"
46660,"Scorchling Extinguished"
46661,"Huge Snowball"
46663,"Evacuee Random Action"
46664,"Cosmetic - Portal Beam"
46665,"Nexus Portal Beam"
46668,"Copy of Bonfire's Blessing"
46670,"Transborea Monster"
46673,"Capture Trigger"
46675,Subdued
46676,"Across Transborea Complete"
46677,"Evacuee Reaches Dragonblight"
46678,"Drake Vomit, Periodic"
46679,"Cosmetic - Low Poly Blue Fire"
46684,"Charred Bear Kabobs"
46685,"Borean Tundra - Quest - Thassarian Flay"
46686,"Create Tamed Warp Stalker"
46688,"Juicy Bear Burger"
46689,"Create Flame of Silvermoon"
46690,"Create Flame of the Exodar"
46691,"Drake Hatchling Subdued"
46692,"Evacuee Despawn"
46693,"Strip Auras"
46695,"Soul Separation"
46696,"Drake Turn-in"
46697,"Rocket Boots Xtreme Lite"
46698,"Attack Power - Feral (+1090)"
46699,"Requires No Ammo"
46700,Breaking
46701,"Increase Healing 456"
46702,"Drake Completion Ping"
46703,"Complete Immolation"
46704,"Raelorasz Fireball"
46706,"UI test spell"
46707,"Destroy All Drakes"
46709,"Has Completed all Torch Quests"
46710,"Armor Penetration 581"
46711,"Set Flag: all torch returning quests are complete"
46712,"Armor Penetration 441"
46713,"Transmute Metals"
46714,"Transmute Elements"
46715,"Transmute Gems"
46716,"Pet Warp Stalker"
46717,"Pet Bat"
46718,"Pet Boar"
46719,"Pet Carrion Bird"
46720,"Pet Cat"
46721,"Pet Dragonhawk"
46722,"Pet Nether Ray"
46723,"Pet Bird of Prey"
46724,"Pet Raptor"
46725,"Pet Ravager"
46726,"Pet Scorpid"
46727,"Pet Serpent"
46728,"Pet Spider"
46729,"Pet Wind Serpent"
46730,"Pet Wolf"
46731,"Cosmetic - Punch"
46732,"Tap Check"
46734,"Spank - Knock To"
46735,"Spank - Force Bunny To Knock You To"
46736,"Personalized Weather"
46742,"ncrease Spell Dam 232"
46743,"Armor Penetration 245"
46746,"Attack Power - Feral (+1267)"
46747,"Fling torch"
46748,"Armor Penetration 133"
46749,"Increase Healing 549"
46750,"Teleport Aura"
46753,"Borean Tundra - Quest - Transform to Valanar"
46760,"Open Arcane Prison"
46761,"Faction - Hates Self (10 sec.)"
46764,"Push Arcane Prison"
46767,"Cosmetic - Underwater Blood"
46769,"Sleeping Soldier"
46770,"Liquid Fire of Elune"
46771,"Flame Sear"
46773,"Planning for the Future: Create Snowfall Glade Pup"
46775,"Figurine - Empyrean Tortoise"
46776,"Figurine - Khorium Boar"
46777,"Figurine - Crimson Serpent"
46778,"Figurine - Shadowsong Panther"
46779,"Figurine - Seaspray Albatross"
46780,"Empyrean Tortoise"
46782,"Khorium Boar"
46783,"Crimson Serpent"
46784,"Shadowsong Panther"
46785,"Seaspray Albatross"
46786,"Ahune's Ghost Disguise"
46789,"Blue Power Focus"
46791,"Slay Loguhn: Quest Complete"
46792,"Slay Loguhn: Quest Completion Script"
46793,"Activate Power Focus"
46794,"NPC Appearance - Earthen Ring Alliance"
46795,"NPC Appearance - Earthen Ring Horde"
46796,"Blue Flame Shield"
46797,"Quest - Borean Tundra - Set Explosives Cart"
46798,"Quest - Borean Tundra - Summon Explosives Cart"
46799,"Quest - Borean Tundra - Summon Explosives Cart - Fire"
46800,"Quest - Borean Tundra - Summon Scourge Burrower"
46801,"Open Portal from Shattrath"
46804,"Dark Fire Shield State"
46805,"Madrigos' Weakness"
46806,"Madregos' Transform"
46809,"Make Ahune's Ghost Burst"
46810,"Frozen Core Gets Hit"
46811,"Portal Opening"
46813,"Taxi - Coldarra Ledge to Transitus Shield"
46814,"Coldarra to Transitus"
46815,"Toss Boulder"
46816,"Create Totem of Issliruk"
46818,"Call Entropius"
46819,"Entropius Body"
46820,"Toss Tree"
46821,"Blaze to Light"
46822,"Sunwell Ignition!"
46823,"Madregos' End Aura"
46825,"Flame Warden Breadcrumb"
46826,"Flame Keeper Breadcrumb"
46827,"Big Flame Dancer"
46828,"Brazier Dance, Big"
46829,"Ribbon Pole Firework and Flame Patch"
46830,"Ribbon Pole Firework Launcher Aura, Long"
46831,"Venomous Mana"
46832,"Sudden Eclipse"
46833,"Wrath of Elune"
46834,"Restoration Regrowth Bonus"
46835,"Ribbon Pole Firework Launcher Aura"
46837,"Pure Death of Shattrath"
46839,"Blinding Light of Shattrath"
46841,"Escape to the Isle of Quel'Danas"
46843,"Minion Despawner"
46847,"Ribbon Pole Firework"
46849,"Raelorasz' Flare"
46850,"Rocket Boots Engaged (Part 2)"
46851,"Holy Shock Bonus"
46852,"Ribbon Pole Music"
46853,"Malygos in Coldarra"
46856,Trauma
46867,"Wrecking Crew"
46873,"Birmingham Deletion Test"
46874,"Sober Up - DEBUG"
46875,"Felfire Portal"
46876,"QAE Drunk Effect"
46877,"Teleport to Apex Point"
46878,"Summon Ice Spear Knockback Delayer"
46879,"Teleport to Witch's Sanctum"
46880,"Teleport to Sunwell Plateau"
46881,"eleport to Apex Point."
46888,"Summon Ahune's Bottle"
46889,"Summon Ahune's 6-Pack"
46890,"Error - Not While Mounted"
46891,"Summon Ahune's Loot, Bottles"
46892,"Summon Ahune's Loot, Heroic, Bottles"
46895,"Boulder Impact"
46900,"Dragon Fireball"
46901,"Target Indicator (Cosmetic)"
46902,"Malygos Teleport"
46903,"Stamp Out Bonfire (Art Kit)"
46904,"Light Bonfire (Art Kit)"
46905,"Summon Collision Object"
46906,"Surge Needle Beam"
46907,"Boss Fel Portal State"
46908,"Intensify Rage"
46910,"Furious Attacks"
46913,Bloodsurge
46917,"Titan's Grip"
46925,"Chilled Breath"
46926,"Breath Freeze!"
46928,"Cosmetic - Tranquility"
46929,"Call of the Flaskataur"
46933,"Cosmetic - Arcane Force Shield (Blue)"
46934,"Cosmetic - Arcane Force Shield (Blue x2)"
46935,"Ice Fishing"
46936,"Check Flag Cap"
46939,"Black Bow of the Betrayer"
46940,"Blood Slobber"
46945,Safeguard
46951,"Sword and Board"
46956,"OCW Silvermoon L70ETC Quest Complete NEW"
46957,"Cosmetic - Stun (Permanent)"
46960,"Arcane Wyrm Beam"
46961,"Summon Ice Chest Bunny"
46962,"OCW Silvermoon L70ETC Dummy NEW"
46963,"Throw Shirt"
46964,"Kill Ice Chest Bunny"
46965,"Force Players to Kill Ice Chest Bunny"
46967,"Purple Banish State - Breath"
46969,"Ribbon Pole  Ground Flower"
46970,"OCW Silvermoon L70ETC On Quest Check"
46971,"Ribbon Pole  Ground Flower (Ring)"
46972,"Summon Summer Scorchling"
46974,"OCW Silvermoon L70ETC Cheer"
46976,"Digging through Snow"
46978,"Quest - Borean Tundra - Dusk Taxi"
46980,"Northrend Nerubian Mount (Test)"
46981,"Stay Submerged"
46982,"Lightning Gun Shot"
46990,"Cosmetic - Talk - Test"
46992,"Random Circumference Point Tree Trunk"
46993,"Random Circumference Point Tree Leaf"
46994,"Random Circumference Point Small Tree"
46995,"Quest - Tree Explosion FX Master"
46996,"Taunka Invisibility"
46997,"See Taunka Invisibility"
46998,"Dragonblight Invisibility Master"
46999,"Dragonblight Invisibility Detect"
47002,"Noxious Fumes"
47003,"Create Boulder"
47004,"Red Firework Rocket"
47005,"Throw Boulder"
47009,"Boulder Toss Credit"
47010,"Blood Oath of the Horde"
47011,"Force Cast Budd Summon"
47012,"Gift of the Giants"
47013,"Summon Budd"
47014,"Budd's Attention Span"
47015,"Dragonblight Ram"
47022,"Taunka Transform"
47025,"Attention Span"
47027,"Budd Dummy 01"
47028,"Taunka Face Me"
47029,"Taunka Sworn In"
47031,"Tag Troll"
47032,"Budd's Sneak"
47033,"Redfang Ally"
47034,"Frostpaw Ally"
47035,"Out Cold"
47037,"Swift War  Elekk"
47038,"Aery Soul Captured"
47039,"Reconstruct Journal"
47041,"Armor Penetration 42"
47042,"Assemble Cage"
47043,"Flute of the Ancients"
47044,"Cosmetic - Confused State Visual (Big)"
47045,"Summon Bounty Hunter Cage"
47046,"Guardian's Alchemist Stone"
47048,"Sorcerer's Alchemist Stone"
47049,"Redeemer's Alchemist Stone"
47050,"Assassin's Alchemist Stone"
47051,"Enchant Cloak - Greater Dodge"
47053,"Forceful Seaspray Emerald"
47054,"Steady Seaspray Emerald"
47056,"Quick Lionseye"
47057,"Fiery Seduction"
47058,"Runic Keystone"
47060,"Moonrest Highborne: Aggro Archer"
47061,"Armor Penetration 217"
47062,"Rune Plate Prophecy"
47065,"Fiery Seduction Cancel"
47066,"Rune Plate Test"
47068,"Who Are They: Shadowy Initiate Kill Credit"
47069,"Who Are They: Shadowy Laborer Kill Credit"
47070,"Who Are They: Shadowy Advisor Kill Credit"
47085,"No Man's Land -> Howling Fjord, Valgarde"
47086,"No Man's Land -> Howling Fjord, Vengeance Landing"
47087,"No Man's Land -> Borean Tundra, Valiance Keep"
47088,"No Man's Land -> Borean Tundra, Warsong Hold"
47093,"Replace Blood Oath"
47095,"Summon Huntsman"
47096,"Rifle the Bodies: Create Mage Hunter Personal Effects"
47097,"Surge Needle Teleporter"
47098,"Oacha'noa's Compulsion"
47099,"Jormungar Bite"
47101,"Test Riding Crop Enchant"
47104,"Summer Scorchling Gets Incense"
47107,"Give Summer Scorchling Incense"
47108,"Clear Energy Feedback"
47110,"Summon Drakuru's Image"
47114,"Scorchling Grow"
47117,"Script Cast Summon Image of Drakuru"
47118,"Envision Drakuru"
47119,"Drakuru (Quest Invis)"
47120,"Summon Wisp of Ragnaros"
47122,"Strip Detect Drakuru"
47123,"Summon Festival Scorchling"
47124,"Attack Power - Feral (+0776)"
47125,"Increase Spell Dam 173"
47126,"Increase Healing 326"
47127,"Emote State: Swim Run"
47128,"Emberwyrm Core"
47129,"Totemic Beacon"
47130,"Deploy Seismograph"
47131,"Beacon Totem"
47134,"Quest Complete"
47137,"Moonrest Highborne Beam to Arcanimus"
47138,"Armor Penetration 371"
47139,"Copy of Plague Strike"
47143,"Handle: Not on Quest but has Torch Tossing Aura"
47144,"[PH] Teleport: Valgarde -> Menethil"
47145,"[PH] Teleport to Theramore Dock"
47146,"[PH] Teleport: Stormwind -> Valiance Keep"
47147,"Test On Use Enchant"
47148,"[PH] Teleport: Menethil -> Valgarde"
47149,"Script Cast Summon Image of Drakuru 02"
47151,"[PH] Teleport: Valiance Keep -> Stormwind"
47152,"[PH] Teleport: Valiance Keep -> Westguard"
47153,"[PH] Teleport: Westguard -> Valiance Keep"
47154,Crushed!
47155,"[PH] Teleport: Durotar -> Warsong Hold"
47156,"[PH] Teleport: Warsong Hold -> Durotar"
47157,"[PH] Teleport: Vengeance Landing -> Warsong Hold"
47158,"[PH] Teleport: Warsong Hold -> Vengeance Landing"
47159,"Tu'u'gwar's Bait"
47160,"[PH] Teleport: Tirisfal -> Vengeance Landing"
47161,"[PH] Teleport: Vengeance Landing -> Tirisfal"
47162,"[PH] Teleport: Unu'pe -> Moa'ki"
47163,"[PH] Teleport: Moa'ki -> Unu'pe"
47164,"[PH] Teleport: Moa'ki -> Kamagua"
47165,"[PH] Teleport: Kamagua -> Moa'ki"
47166,"Converting Harvest Collector"
47167,"Summon Converted Collector"
47169,"Force Prison (Blue)"
47170,"Impale Leviroth"
47171,"Brewfest - Dark Iron Attack - Assign Kill Credit"
47172,"Cosmetic - Underwater Blood (no sound)"
47173,"Brewfest - Dark Iron Attack - Intro -  Assign Kill Credit"
47176,"Infect Ice Troll"
47177,"Armor Penetration 147"
47178,"Plague Effect Self"
47181,"Test On Use Enchant Effect"
47182,"Copy of Increase Spell Dam 121"
47184,"Mr. Floppy Becomes Lunch"
47188,"Armor Penetration 273"
47189,"Spiritual Insight"
47190,"Toalu'u's Spiritual Incense"
47191,"Increase Spell Dam 309"
47193,"Demonic Empowerment"
47195,Eradication
47201,"Everlasting Affliction"
47207,Burninate
47208,"Burninate Kill Credit"
47209,"Digging for Food"
47212,"Summon Cub"
47213,"Summon Snowshoe Hare"
47214,"Burninate Effect"
47215,"Runic Infusion"
47216,"Piercing Fangs"
47217,"Foaming Rage"
47218,Dispersion
47219,"Cleared for Teleport"
47220,"Empowered Imp"
47227,"Ribbon Pole Channel Trigger ERROR msg"
47228,"Fizzcrank Practice Parachute"
47230,"Fel Synergy"
47236,"Demonic Pact"
47242,"Test On Use Enchant Charges"
47244,"Create Mack's Dark Grog"
47245,"Molten Core"
47254,Turd
47256,"Burning Letter"
47258,Backdraft
47261,"Kindling Soul"
47263,Torture
47266,"Fire and Brimstone"
47272,"Anub'ar Prison"
47273,"Icemist's Prison"
47276,"Summon Lurid"
47278,"Portal: Upper Naxxanar (Alliance)"
47279,"Borean Tundra - Quest - Last Rites Credit"
47280,"Brilliant Glass"
47281,"Oacha'noa's Tsunami"
47285,Smoulder
47290,"Guzzle Beer"
47291,"Collecting Black Blood of Yogg-Saron"
47293,"Create Eye of the Prophets"
47298,"Test Frozen Tomb Effect"
47299,"Test Aegis of the Forgiven"
47302,"Summon Draknid Spiders"
47303,"Summon Anub'ar Invader"
47304,"Warsong Battle Standard"
47305,"Potent Explosive Charge"
47307,"Test Frozen Tomb"
47308,"Strip Detect Drakuru 02"
47309,"Quest - Jormungar Explosion Summon Object"
47310,"Direbrew's Disarm"
47311,"Quest - Jormungar Explosion Spell Spawner"
47315,"Summon Jormungar Meat"
47316,"Script Cast Summon Image of Drakuru 03"
47318,"Summon Injured Mammoth"
47320,"Toss Boulder 2"
47321,"Dragonblight Test Spell 01"
47322,"Dragonblight Test Spell 02"
47323,"Generic Dummy  - (10y) - LAB"
47326,"Create Item - Fizzcrank Practice Parachute"
47327,"TAR Pedestal - Armor, Cloth & Leather"
47328,"Direct Hit!"
47329,"Runic Compulsion"
47330,"Giant Aura (Visual)"
47331,"Has Dark Brewmaiden's Brew"
47332,"Toss Boulder 3"
47333,"Send First Mug"
47334,"Ley Line Beam (no cast kit)"
47335,"Cyclone Impact Visual (Blue)"
47336,"Crystal Handler Death"
47337,"Summon Fizzcrank Bomber Escort"
47338,"Fizzcrank Parachute Teleport Target"
47339,"Send Second Mug"
47340,"Dark Brewmaiden's Stun"
47344,"Request Second Mug"
47345,"Create Dark Brewmaiden's Brew"
47346,"Arcane Field"
47347,"TAR Pedestal - Accessories"
47348,"TAR Pedestal - Enchantments"
47349,"TAR Pedestal - Gems"
47350,"TAR Pedestal - General Goods"
47351,"TAR Pedestal - Armor, Mail & Plate"
47352,"TAR Pedestal - Glyph, Cloth & Leather"
47353,"TAR Pedestal - Glyph, Mail & Plate"
47354,"TAR Pedestal - Weapons"
47355,"TAR Pedestal - Arena Organizer"
47356,"TAR Pedestal - Beastmaster"
47357,"TAR Pedestal - Paymaster"
47358,"TAR Pedestal - Teleporter"
47359,"TAR Pedestal - Trainer, Druid"
47360,"TAR Pedestal - Trainer, Hunter"
47361,"TAR Pedestal - Trainer, Mage"
47362,"TAR Pedestal - Trainer, Paladin"
47363,"TAR Pedestal - Trainer, Priest"
47364,"TAR Pedestal - Trainer, Rogue"
47365,"TAR Pedestal - Trainer, Shaman"
47366,"TAR Pedestal - Trainer, Warlock"
47367,"TAR Pedestal - Trainer, Warrior"
47368,"TAR Pedestal - Fight Promoter"
47369,"Send Mug Control Aura"
47370,"Send Mug Target Picker"
47371,"Dark Brewmaiden's Brew (alcohol)"
47372,"Send Mug Foam DISABLED"
47373,"Dusk Shaman Ritual State"
47374,"Ley Line Focus Control Ring"
47375,"Summon Direbrew Minion"
47376,"Dark Brewmaiden's Brew"
47377,"Dark Brewmaiden's Stun (consume brew)"
47378,"Glory of the Ancestors"
47379,"Icemist's Blessing"
47380,"Icemist Leap"
47381,"Reagent Check (Frozen Mojo)"
47382,"Runic Power Test"
47384,"Summon Thor Modan Mole Machine"
47386,"Reagent Check (Zim'Bo's Mojo)"
47387,"Summon Iron Dwarf Attacker"
47389,"Reagent Check (Desperate Mojo)"
47390,"The Focus on the Beach: Ley Line Focus Bunny Beam"
47391,"Ley Line Information"
47392,"The Focus on the Beach: Quest Complete"
47393,"The Focus on the Beach: Quest Completion Script"
47394,"Kurun's Blessing"
47395,"Icemist Invisibility"
47396,"See Icemist Invisibility"
47400,"Summon Husk"
47402,"Opening Icemist's Prison"
47403,"Strip Detect Drakuru 03"
47404,"Thor Modan Mole Machine (Alt)"
47405,"Script Cast Summon Image of Drakuru 04"
47407,"Direbrew's Disarm (precast)"
47408,"Reagent Check (Sacred Mojo)"
47409,"Direbrew's Disarm (grow)"
47410,"Trigger Thor Modan Mole"
47411,"Direbrew's Disarm (spin)"
47412,"Unlocking Anub'ar Prison"
47413,"Summon Fizzcrank Bomber Flyby 01"
47414,"Summon Fizzcrank Bomber Flyby 02"
47415,"Freezing Breath"
47417,"Agmar Invisibility"
47420,"Frost Wyrm Breath"
47423,"Call Kor'kron War Rider"
47424,"Kor'kron Wing Commander"
47428,"Frost Wyrm Hunter Visual"
47430,Undigestible
47431,"Capture Jormungar Spawn"
47432,"Miner's Revenge"
47434,"Big Blue"
47435,"Scrape Corrosive Spit"
47441,"Blightbeast Bane"
47442,Barreled!
47443,"Blighted Shriek"
47445,Unbarreled
47448,"Risen Ghoul Spawn-In"
47451,"Force Captured Jormungar Spawn"
47452,"Dusk Shaman Ritual Channel"
47453,"Summon Fizzcrank Fighter"
47454,"Field Medi-pack"
47455,"Summon Tuskarr Tribesman"
47456,"Worgen Transform Spell"
47457,"Worgen Transform - Male"
47458,"Worgen Transform - Female"
47459,"Blue Force Shield State"
47460,"Fizzcrank Pilot - Gett Off Plane"
47463,"Rune-Weaver Channel"
47464,"Test Runic Power Energize"
47466,"Risen Ghoul Self Stun"
47469,"Ley Line Focus Control Amulet"
47472,"Atop the Woodlands: Ley Line Focus Bunny Beam"
47476,Strangulate
47478,"Frost Wyrm Breath (Trajectory Test)"
47481,Gnaw
47484,Huddle
47489,"Mole Machine Port Schedule"
47503,"Siphon Life Visual"
47509,"Divine Aegis"
47510,"Copy of Raise Dead"
47512,"Summon Mole Machine PoV Bunny"
47514,"Summon Mole Machine"
47516,Grace
47521,"Mole Machine Player Hide and Root"
47523,"Mole Machine Port to Grim Guzzler"
47524,"Sense Demons"
47528,"Mind Freeze"
47530,"Bark of the Walkers"
47533,"Camera Shake - Small"
47534,"Cower in Fear"
47535,Rapture
47540,Penance
47542,"Draw Power"
47543,"Frozen Prison"
47546,"Utgarde Pinnacle Gauntlet Periodic"
47547,"Utgarde Pinnacle Gauntlet Effect"
47550,"Create Bark of the Walkers"
47562,"Divine Providence"
47563,"Freezing Cloud"
47568,"Empower Rune Weapon"
47569,Phantasm
47573,"Twisted Faith"
47575,"Strengthen the Ancients: On Interact Dummy to Woodlands Walker"
47580,"Pain and Suffering"
47586,"Twin Disciplines"
47589,"Frozen Solid"
47590,"Freezing Cloud Periodic (Left)"
47592,"Freezing Cloud Periodic (Right)"
47601,"Cosmetic - Tecahuna Spirit Beam"
47602,"Summon Ancient Drakkari King"
47604,"Gavrock's Runebreaker"
47614,"Atop the Woodlands: Quest Complete"
47615,"Atop the Woodlands: Quest Completion Script"
47627,"Wildlife Inoculation"
47629,"Tecahuna Venom Spit"
47634,"Ley Line Focus Control Talisman"
47635,"The End of the Line: Ley Line Focus Bunny Beam"
47637,"The End of the Line: Quest Complete"
47638,"The End of the Line: Quest Completion Script"
47651,"Spirit Particles (purple), super big"
47664,"Snowfall Elk Credit"
47665,"Arctic Grizzly Credit"
47669,"Awaken Subboss"
47670,"Awaken Gortok"
47672,"Enchant Cloak - Mighty Armor"
47673,"Move Bind Sight"
47674,"Access Control Console"
47675,"Recently Inoculated"
47676,"Mole Machine Player Land"
47677,"Jormungar Tunnel Passive"
47678,"Ice Bore Passive"
47679,"Blood Draw"
47681,"Aggro Ancient Drakkari"
47682,"Rune Credit 1"
47683,"Rune Credit 2"
47684,"Rune Credit 3"
47685,"Rune Credit 4"
47686,"Chaotic Rift Visual"
47687,"Chaotic Rift Aura"
47688,"Chaotic Energy Burst"
47690,"Summon Mole Machine Minion Summoner"
47691,"Summon Mole Machine Target Picker"
47692,"Summon Arcane Wraith"
47693,"Spawn - Blue Lightning"
47695,"Mark of Divinity"
47698,"Crystal Chains"
47699,"Crystal Bark"
47700,"Crystal Freeze"
47701,"Bang Gongs"
47702,"Unholy Union"
47704,"Grand Magus Telestra (Arcane) Visual"
47705,"Grand Magus Telestra (Fire) Visual"
47706,"Grand Magus Telestra (Frost) Visual"
47707,"Summon Telestra Clone (Fire)"
47708,"Summon Telestra Clone (Arcane)"
47709,"Summon Telestra Clone (Frost)"
47710,"Summon Telestra Clones"
47711,"Telestra Clone Dies (Fire)"
47712,"Telestra Clone Dies (Frost)"
47713,"Telestra Clone Dies (Arcane)"
47714,"Telestra Spawns Back In"
47715,"Enchant Template"
47718,"Direbrew Charge"
47722,"Frost Draw"
47729,"Ice Barb"
47730,"Gong Effect"
47731,Critter
47732,"Chaotic Rift Summon Aura"
47737,"Charged Chaotic Energy Burst"
47739,"Dance of the Deathknight"
47740,"World of Shadows"
47741,"Creature of Shadow"
47744,"Rage of Jin'arrak"
47745,"Close Rifts"
47746,"Jin'arrak's Curse"
47747,"Charge Rifts"
47748,"Rift Shield"
47752,"Combine Blueprint Parts"
47756,"Gravity Well"
47759,"Dark Iron Light Aura, Blue"
47760,"Dark Iron Light Aura, Red"
47764,"Gravity Well Effect"
47766,"Enchant Chest - Greater Dodge"
47767,"Cosmetic - Gan'Jo Spirit Beam"
47768,"Headless Horseman Matron Quest Accepted"
47770,"Roll Dice"
47771,"Matron Event"
47773,Firebomb
47775,"Headless Horseman - Quest Credit, 2"
47776,"Roll 'dem Bones"
