ID,Name_lang
9733,"Arantir's Anger"
9736,"Arantir's Deception"
9737,"Arantir's Anger Effect"
9738,"Rift Spawn Becomes Visible"
9741,"Arantir's Rage"
9743,"Delete Me"
9744,"Jarkal's Translation"
9760,"Increased Armor 10"
9761,"Increased Armor 20"
9762,"Increased Armor 30"
9763,"Increased Armor 40"
9764,"Increased Armor 50"
9765,"Increased Armor 60"
9766,"Increased Armor 70"
9767,"Increased Armor 80"
9768,"Increased Armor 90"
9769,Radiation
9771,"Radiation Bolt"
9773,"Defias Tower II"
9774,Freedom
9775,Irradiated
9777,"Self Healing"
9778,"Proc Self Heal 22"
9779,"Defias Tower III"
9781,"Mithril Shield Spike"
9786,"Artisan Blacksmith"
9787,Weaponsmith
9788,Armorsmith
9795,"Talvash's Necklace Repair"
9796,Blight
9799,"Eye for an Eye"
9800,"Holy Shield"
9806,"Phantom Strike"
9810,"Touch of Zanzil"
9811,"Barbaric Iron Shoulders"
9813,"Barbaric Iron Breastplate"
9814,"Barbaric Iron Helm"
9818,"Barbaric Iron Boots"
9820,"Barbaric Iron Gloves"
9874,"Self Destruct"
9900,"Sharpen Blade IV"
9903,"Enhance Blunt Weapon IV"
9906,Reflection
9916,"Steel Breastplate"
9918,"Solid Sharpening Stone"
9920,"Solid Grinding Stone"
9921,"Solid Weightstone"
9926,"Heavy Mithril Shoulder"
9928,"Heavy Mithril Gauntlet"
9930,"Empathy of Stone"
9931,"Mithril Scale Pants"
9933,"Heavy Mithril Pants"
9935,"Steel Plate Helm"
9937,"Mithril Scale Bracers"
9941,"Spell Reflection"
9942,"Mithril Scale Gloves"
9945,"Ornate Mithril Pants"
9949,"Thieves' Tool Rack Conjure"
9950,"Ornate Mithril Gloves"
9952,"Ornate Mithril Shoulder"
9954,"Truesilver Gauntlets"
9957,"Orcish War Leggings"
9959,"Heavy Mithril Breastplate"
9961,"Mithril Coif"
9966,"Mithril Scale Shoulders"
9968,"Heavy Mithril Boots"
9970,"Heavy Mithril Helm"
9972,"Ornate Mithril Breastplate"
9974,"Truesilver Breastplate"
9976,"Polly Eats the E.C.A.C."
9977,"Conjure E.C.A.C"
9979,"Ornate Mithril Boots"
9980,"Ornate Mithril Helm"
9983,"Copper Claymore"
9985,"Bronze Warhammer"
9986,"Bronze Greatsword"
9987,"Bronze Battle Axe"
9992,Dizzy
9993,"Heavy Mithril Axe"
9995,"Blue Glittering Axe"
9997,"Wicked Mithril Blade"
9998,"Summon Polly Jr."
9999,"Touch of Zanzil Cure"
10001,"Big Black Mace"
10003,"The Shatterer"
10005,"Dazzling Mithril Rapier"
10007,"Phantom Blade"
10009,"Runed Mithril Hammer"
10013,"Ebon Shiv"
10015,"Truesilver Champion"
10017,"Frost Hold"
10018,"Rat Nova"
10021,"100% Block"
10032,"Uber Stealth"
10053,"Conjure Mana Citrine"
10054,"Conjure Mana Ruby"
10059,"Portal: Stormwind"
10060,"Power Infusion"
10061,"Summon Obsidian Shard"
10072,"Splintered Obsidian"
10073,dmg3
10092,"Sand Storm"
10093,"Harsh Winds"
10094,"Sand Storms"
10097,"Smelt Mithril"
10098,"Smelt Truesilver"
10101,"Knock Away"
10136,"Magenta Cap Sickness"
10137,"Fizzule's Folly"
10227,"Beast Tracking"
10239,"Demon Tracking"
10244,"Dragon Tracking"
10245,"Elemental Tracking"
10246,"Undead Tracking"
10247,"Summon Zul'Farrak Zombies"
10249,"Artisan Miner"
10251,"Biletoad Infection"
10252,"Awaken Earthen Guardians"
10253,"Chemical Peel"
10254,"Stone Dwarf Awaken Visual"
10255,Stoned
10258,"Awaken Vault Warder"
10259,"Awaken Earthen Dwarf"
10260,Reconstruct
10263,"Self Visual - Sleep 90s (DND)"
10265,"Juggler Vein Rupture"
10266,"Lung Puncture"
10267,Slush
10268,Decimate
10270,"Fel Suppression"
10321,Judgement
10326,"Turn Evil"
10340,"Uldaman Boss Agro"
10341,"Radiation Cloud"
10342,"Guardian Effect"
10344,"Armor +32"
10345,Rebuild
10346,"Machine Gun"
10347,"Archaedas Awaken Visual (DND)"
10348,"Tune Up"
10351,"Basilisk Skin"
10368,"Uther's Light Effect"
10369,"Scooby Snack Effect"
10370,Lacerations
10373,"Fatal Wound"
10387,"Lightning Surge"
10388,"Summon Prismatic Exile"
10389,"Spawn Smoke"
10390,"Gate Failure"
10418,"Arugal spawn-in spell"
10444,"Flametongue Attack"
10451,Implosion
10454,"Into the Rift"
10455,"Minor Tremor"
10459,"Sacrifice Spinneret"
10482,"Cured Thick Hide"
10487,"Thick Armor Kit"
10490,"Comfortable Leather Hat"
10499,"Nightscape Tunic"
10507,"Nightscape Headband"
10509,"Turtle Scale Gloves"
10511,"Turtle Scale Breastplate"
10516,"Nightscape Shoulders"
10518,"Turtle Scale Bracers"
10520,"Big Voodoo Robe"
10525,"Tough Scorpid Breastplate"
10529,"Wild Leather Shoulders"
10531,"Big Voodoo Mask"
10533,"Tough Scorpid Bracers"
10542,"Tough Scorpid Gloves"
10544,"Wild Leather Vest"
10546,"Wild Leather Helmet"
10548,"Nightscape Pants"
10550,"Nightscape Cloak"
10552,"Turtle Scale Helm"
10554,"Tough Scorpid Boots"
10556,"Turtle Scale Leggings"
10558,"Nightscape Boots"
10560,"Big Voodoo Pants"
10562,"Big Voodoo Cloak"
10564,"Tough Scorpid Shoulders"
10566,"Wild Leather Boots"
10568,"Tough Scorpid Leggings"
10570,"Tough Scorpid Helm"
10572,"Wild Leather Leggings"
10574,"Wild Leather Cloak"
10576,"Piercing Howl"
10595,"Nature Resistance Totem"
10604,"Destroy Earthen Guards"
10617,"Release Rageclaw"
10618,"Elemental Protection"
10619,"Dragonscale Gauntlets"
10621,"Wolfshead Helm"
10630,"Gauntlets of the Sea"
10632,"Helm of Fire"
10647,"Feathered Breastplate"
10650,"Dragonscale Breastplate"
10654,"TEST - DBUCKLER"
10656,"Dragonscale Leatherworking"
10658,"Elemental Leatherworking"
10660,"Tribal Leatherworking"
10663,"Artisan Leatherworking"
10665,"Water Walk"
10666,"Earthen Guards Destroyed"
10667,"Rage of Ages"
10668,"Spirit of Boar"
10669,"Strike of the Scorpok"
10673,"Summon Bombay"
10674,"Summon Cornish Rex"
10675,"Summon Maine Coon"
10676,"Summon Orange Tabby"
10677,"Summon Siamese"
10678,"Summon Silver Tabby"
10679,"Summon White Kitten"
10680,"Summon Cockatiel"
10681,"Summon Cockatoo"
10682,"Summon Hyacinth Macaw"
10683,"Summon Green Wing Macaw"
10684,"Summon Senegal"
10685,"Summon Ancona"
10686,"Summon Prairie Chicken"
10687,"Summon White Plymouth Rock"
10688,"Summon Cockroach"
10689,Knockback
10690,"Infallible Mind"
10691,"Spiritual Domination"
10694,"Disenchant (PT)"
10695,"Summon Dark Whelpling"
10696,"Summon Azure Whelpling"
10697,"Summon Crimson Whelpling"
10698,"Summon Emerald Whelpling"
10699,"Summon Bronze Whelpling"
10700,"Summon Faeling"
10701,"Summon Dart Frog"
10702,"Summon Island Frog"
10703,"Summon Wood Frog"
10704,"Summon Tree Frog"
10705,"Summon Eagle Owl"
10706,"Summon Hawk Owl"
10707,"Summon Great Horned Owl"
10708,"Summon Snowy Owl"
10709,"Summon Prairie Dog"
10710,"Summon Cottontail Rabbit"
10711,"Summon Snowshoe Rabbit"
10712,"Summon Spotted Rabbit"
10713,"Summon Albino Snake"
10714,"Summon Black Kingsnake"
10715,"Summon Blue Racer"
10716,"Summon Brown Snake"
10717,"Summon Crimson Snake"
10718,"Summon Green Water Snake"
10719,"Summon Ribbon Snake"
10720,"Summon Scarlet Snake"
10721,"Summon Elven Wisp"
10729,"Feather Fall"
10730,Pacify
10732,Supercharge
10733,"Flame Spray"
10734,"Hail Storm"
10747,"Announce Zul'Farrak Zombie"
10767,"Rising Spirit"
10769,"Artisan Skinning"
10770,"Create Weegli's Barrel"
10771,"Soul Shatter"
10787,Panther
10788,Leopard
10789,"Spotted Frostsaber"
10790,Tiger
10792,"Spotted Panther"
10793,"Striped Nightsaber"
10794,"Spirit Shock"
10795,"Ivory Raptor"
10796,"Turquoise Raptor"
10797,Starshards
10798,"Obsidian Raptor"
10799,"Violet Raptor"
10800,"Summon Brown Tallstrider"
10801,"Summon Gray Tallstrider"
10802,"Summon Pink Tallstrider"
10803,"Summon Purple Tallstrider"
10804,"Summon Turquoise Tallstrider"
10805,"Shackle Shatter"
10807,"Ghost Dance"
10828,"Soul Explosion"
10831,"Reflection Field"
10832,"Mass Nullify"
10833,"Arcane Blast"
10840,"Mageweave Bandage"
10841,"Heavy Mageweave Bandage"
10844,"Powerful Smelling Salts"
10847,"Artisan First Aid"
10848,"Shroud of Death"
10849,"Form of the Moonstalker (no invis)"
10851,"Grab Weapon"
10852,"Battle Net"
10853,"Spirit of Kirith"
10854,"Flames of Chaos"
10855,Lag
10856,"Link Dead"
10858,"Summon Dupe Bug"
10859,"Create Divino-matic Rod"
10860,Patch
10861,"Raptor Riding"
10864,"Razelikh's Tear I"
10865,"Call of Ilifar"
10866,"Razelikh's Tear II"
10867,"Call of Felcular"
10869,"Summon Embers"
10870,"Summon Burning Servant"
10872,"Abolish Disease Effect"
10873,"Red Mechanostrider"
10887,"Crowd Pummel"
10906,"Undead Horsemanship"
10907,"Mechanostrider Piloting"
10921,"Skeletal Horse Riding"
10966,Uppercut
10967,"Echoing Roar"
10969,"Blue Mechanostrider"
10987,Geyser
11007,"Weak Alcohol"
11008,"Standard Alcohol"
11009,"Strong Alcohol"
11010,Hover
11011,"Stone Watcher of Norgannon Passive"
11012,"Stone Watcher of Norgannon Spawn"
11014,"Flow of the Northspring"
11016,"Soul Bite"
11017,"Summon Witherbark Felhunter"
11018,"Summon Witherbark Bloodlings"
11019,"Wing Flap"
11020,Petrify
11021,Flamespit
11023,"Summon Hazzali Parasites"
11024,"Call of Thund"
11027,"Knockback 500"
11048,"Perm. Illusion Bishop Tyriona"
11067,"Perm. Illusion Tyrion"
11068,"Frost Focus"
11069,"Improved Fireball"
11070,"Improved Frostbolt"
11071,Frostbite
11078,"Improved Fire Blast"
11082,Megavolt
11083,"Burning Soul"
11086,"Ward of Zum'rah"
11087,"Ward of Zum'rah Passive"
11089,"Theka Transform"
11094,"Molten Shields"
11095,"Improved Scorch"
11100,"Flame Throwing"
11103,Impact
11108,"Improved Flamestrike"
11115,"Critical Mass"
11129,Combustion
11131,Icicle
11132,"Teach Orcish War Leggings"
11147,"Blessed Anvil"
11151,"Piercing Ice"
11160,"Frost Channeling"
11165,"Improved Frost Nova"
11170,Shatter
11175,Permafrost
11180,"Winter's Chill"
11185,"Improved Blizzard"
11189,"Frost Warding"
11190,"Improved Cone of Cold"
11195,"Blow Zul'Farrak Door"
11196,"Recently Bandaged"
11203,"Teach Ornate Mithril Helm"
11204,"Teach Ornate Mithril Boots"
11205,"Teach Ornate Mithril Breastplate"
11206,"Uldaman Boss Object Visual"
11207,"Ice Shards"
11209,"Summon Smithing Hammer"
11210,"Arcane Subtlety"
11213,"Arcane Concentration"
11222,"Arcane Focus"
11232,"Arcane Mind"
11237,"Improved Arcane Missiles"
11242,"Arcane Impact"
11247,"Magic Attunement"
11252,"Improved Mana Shield"
11255,"Improved Counterspell"
11264,"Ice Blast"
11332,"Great Strength"
11333,"Greater Agility"
11335,"Instant Poison IV"
11336,"Instant Poison V"
11337,"Instant Poison VI"
11348,"Greater Armor"
11352,"Red Firework for trap"
11353,"Deadly Poison III"
11354,"Deadly Poison IV"
11359,Restoration
11362,"Teleport to Gnomeregan"
11365,"Bly's Band's Escape"
11366,Pyroblast
11371,"Gift of Arthas"
11387,"Wildvine Potion"
11389,"Detect Undead"
11390,"Arcane Elixir"
11391,"Roach Shift"
11394,"Greater Intellect"
11397,"Diseased Shot"
11398,"Mind-numbing Poison III"
11402,"Shay's Bell"
11403,"Dream Vision"
11405,"Elixir of the Giants"
11406,"Elixir of Demonslaying"
11407,"Detect Demon"
11409,"Teleport to Booty Bay"
11412,"Nether Shell"
11416,"Portal: Ironforge"
11417,"Portal: Orgrimmar"
11418,"Portal: Undercity"
11419,"Portal: Darnassus"
11420,"Portal: Thunder Bluff"
11426,"Ice Barrier"
11433,"Death & Decay"
11434,"Gong Zul'Farrak Gong"
11435,"Create Mallet of Zul'Farrak"
11437,"Opening Chest"
11438,"Join Map Fragments"
11440,"Quest - Blow Pirate Ship"
11441,"Withered Touch"
11445,"Bone Armor"
11447,"Elixir of Waterwalking"
11448,"Greater Mana Potion"
11449,"Elixir of Agility"
11450,"Elixir of Greater Defense"
11451,"Oil of Immolation"
11452,"Restorative Potion"
11453,"Magic Resistance Potion"
11454,"Inlaid Mithril Cylinder"
11456,"Goblin Rocket Fuel"
11457,"Superior Healing Potion"
11459,"Philosopher's Stone"
11460,"Elixir of Detect Undead"
11462,"Summon Pirate Treasure and Trigger Mob"
11463,"Summon Treasure Hunting Pirate"
11464,"Invisibility Potion"
11465,"Elixir of Greater Intellect"
11467,"Elixir of Greater Agility"
11468,"Elixir of Dream Vision"
11469,"Deadly Toxin IV"
11470,"Deadly Toxin III"
11471,"Deadly Toxin II"
11472,"Elixir of Giants"
11473,"Ghost Dye"
11474,"Shadow Power"
11476,"Elixir of Shadow Power"
11478,"Elixir of Detect Demon"
11479,"Transmute: Iron to Gold"
11480,"Transmute: Mithril to Truesilver"
11481,TWEEP
11485,"Summon Treasure Hunting Bucanneer"
11487,"Summon Treasure Hunting Swashbuckler"
11504,"Walking Bomb Effect"
11511,"Activate Bomb A"
11512,"Create Yellow Punch Card"
11513,"Empty Phial"
11518,"Activate Bomb 01"
11519,"Teach Summon Succubus"
11520,"Teach Summon Voidwalker"
11521,"Activate Bomb 02"
11524,"Activate Bomb 04"
11525,"Create Blue Punch Card"
11526,"Activate Bomb 05"
11527,"Activate Bomb 06"
11528,"Create Red Punch Card"
11534,"Leper Cure!"
11535,"Opening Safe"
11537,"Charge Stave of Equinex"
11539,"Deadly Toxin"
11540,"Blue Firework"
11541,"Green Firework"
11542,"Red Streaks Firework"
11543,"Red, White and Blue Firework"
11544,"Yellow Rose Firework"
11545,"Create Prismatic Punch Card"
11547,"Drive Nimboya's Laden Pike"
11548,"Summon Spider God"
11568,"Uldaman Sub-Boss Agro"
11591,"Share Twin Information"
11610,"Gammerita Turtle Camera"
11612,"Artisan Alchemist"
11629,"Potent Alcohol"
11637,"Empty Heavy Phial"
11638,"Radiation Poisoning"
11641,Hex
11643,"Golden Scale Gauntlets"
11654,"Call of Sul'thraze"
11657,Jang'thraze
11658,Sul'thraze
11732,"Major Healthstone"
11757,"Digging for Cobalt"
11758,Dowsing
11759,"Basilisk Sample"
11760,"Hyena Sample"
11761,"Scorpid Sample"
11791,"Puncture Armor"
11792,"Opening Cage"
11795,"Activate Bomb B"
11798,"Activate Bomb 03B"
11802,"Dark Iron Land Mine"
11816,"Land Mine Arming"
11820,"Electrified Net"
11821,dmg4
11826,"Electromagnetic Gigaflux Reactivator"
11828,"Forked Lighting"
11836,"Freeze Solid"
11840,"Summon Edana Hatetalon"
11841,"Static Barrier"
11877,"Capture Treant"
11884,"Create Treant Muisak"
11886,"Capture Wildkin"
11887,"Capture Hippogryph"
11888,"Capture Faerie Dragon"
11889,"Capture Mountain Giant"
11890,"Antu'sul's Salvation"
11891,"Antu'sul Blast"
11893,"Warder Despawn"
11894,"Antu'sul's Minion"
11895,"Healing Wave of Antu'sul"
11902,"Gahz'rilla Slam"
11920,"Net Guard"
11923,"Repair the Blade of Heroes"
11958,"Cold Snap"
11960,"Curse of the Dreadmaul"
11963,Enfeeble
11976,Strike
11983,"Steam Jet"
11988,"Fireball Volley"
11992,"Detect Gahz'ridian"
11994,"Artisan Herbalist"
12018,"Summon Oozeling"
12019,"Increase Spell Dam 18 Random"
12021,Fixate
12022,"Admiral's Hat"
12040,"Shadow Shield"
12042,"Arcane Power"
12043,"Presence of Mind"
12044,"Simple Linen Pants"
12045,"Simple Linen Boots"
12046,"Simple Kilt"
12047,"Colorful Kilt"
12048,"Black Mageweave Vest"
12049,"Black Mageweave Leggings"
12050,"Black Mageweave Robe"
12051,Evocation
12052,"Shadoweave Pants"
12053,"Black Mageweave Gloves"
12055,"Shadoweave Robe"
12056,"Red Mageweave Vest"
12059,"White Bandit Mask"
12060,"Red Mageweave Pants"
12061,"Orange Mageweave Shirt"
12062,"Stormcloth Pants"
12063,"Stormcloth Gloves"
12064,"Orange Martial Shirt"
12065,"Mageweave Bag"
12066,"Red Mageweave Gloves"
12067,"Dreamweave Gloves"
12068,"Stormcloth Vest"
12069,"Cindercloth Robe"
12070,"Dreamweave Vest"
12071,"Shadoweave Gloves"
12072,"Black Mageweave Headband"
12073,"Black Mageweave Boots"
12074,"Black Mageweave Shoulders"
12075,"Lavender Mageweave Shirt"
12076,"Shadoweave Shoulders"
12077,"Simple Black Dress"
12078,"Red Mageweave Shoulders"
12079,"Red Mageweave Bag"
12080,"Pink Mageweave Shirt"
12082,"Shadoweave Boots"
12083,"Stormcloth Headband"
12084,"Red Mageweave Headband"
12085,"Tuxedo Shirt"
12086,"Shadoweave Mask"
12087,"Stormcloth Shoulders"
12088,"Cindercloth Boots"
12089,"Tuxedo Pants"
12090,"Stormcloth Boots"
12091,"White Wedding Dress"
12092,"Dreamweave Circlet"
12093,"Tuxedo Jacket"
12095,"Summon Atal'ai Deathwalker's Spirit"
12099,"Shield Spike"
12134,"Atal'ai Corpse Eat"
12139,"Consume Corpse"
12151,"Summon Atal'ai Skeleton"
12162,"Deep Wounds"
12163,"Two-Handed Weapon Specialization"
12166,"Muscle Tear"
12168,"Dark Iron Steelshifter Surprise"
12181,"Artisan Tailor"
12187,"Disease Cloud"
12189,"Summon Echeyakee"
12198,"Marksman Hit"
12199,"Summon Ishamuhale"
12218,"Man Down!"
12241,"Twin Colossals Teleport"
12243,"Summon Mechanical Chicken"
12244,Poof
12245,"Infected Spine"
12248,"Amplify Damage"
12251,"Virulent Poison"
12252,"Web Spray"
12253,"Dowse Eternal Flame"
12254,"Virulent Poison Proc"
12255,"Curse of Tuten'kash"
12256,"Add Moogly Radius (PT)"
12257,"Breath of Fire"
12258,"Summon Shadowcaster"
12259,"Silvered Bronze Leggings"
12260,"Rough Copper Vest"
12280,"Acid of Hakkar"
12282,"Improved Heroic Strike"
12283,"Xiggs Signal Flare"
12284,"Mace Specialization"
12285,"Improved Charge"
12286,"Improved Rend"
12287,"Improved Thunder Clap"
12289,"Improved Hamstring"
12290,"Improved Overpower"
12292,"Death Wish"
12295,"Tactical Mastery"
12296,"Anger Management"
12297,Anticipation
12298,"Shield Specialization"
12299,Toughness
12300,"Iron Will"
12301,"Improved Bloodrage"
12302,"Improved Taunt"
12303,Defiance
12304,"Drawing Kit"
12308,"Improved Sunder Armor"
12310,"Combat Endurance"
12311,"Improved Shield Bash"
12312,"Improved Shield Wall"
12313,"Improved Disarm"
12318,"Commanding Presence"
12319,Flurry
12320,Cruelty
12321,"Booming Voice"
12322,"Unbridled Wrath"
12324,"Improved Demoralizing Shout"
12325,"Improved Inner Rage"
12327,"Improved Challenging Shout"
12328,"Sweeping Strikes"
12329,"Improved Cleave"
12330,"Improved Slam"
12332,"Lathoric the Black"
12346,"Awaken the Soulflayer"
12347,"Raze Attack"
12348,"Atal'ai Altar Light Visual (DND)"
12354,"Flame of Hakkar"
12379,"Scorch Talent Test (PT)"
12380,"Shadow Channeling"
12419,"Solid Dynamite"
12420,"Summon Skeletal Servant"
12421,"Mithril Frag Bomb"
12458,"Evil God Counterspell"
12459,"Deadly Scope"
12460,"Sniper Scope"
12472,"Icy Veins"
12479,"Hex of Jammal'an"
12495,"Eranikus the Chained Invisiibility"
12506,"Atal'ai Skeleton Totem"
12508,"Water Channeling"
12509,"Teleport to Azshara Tower"
12511,"Torch Combine"
12512,"Kalaran Conjures Torch"
12520,"Teleport from Azshara Tower"
12529,"Chilling Touch"
12530,Frailty
12533,"Acid Breath"
12534,"Flames of Retribution"
12535,"Shade of Eranikus Passive Visual"
12536,Clearcasting
12537,"Quest - Summon Treant"
12538,"Ravenous Claw"
12539,"Ghoul Rot"
12543,"Hi-Explosive Bomb"
12545,Spitelash
12554,"Summon Treasure Horde"
12562,"The Big One"
12564,"Summon Treasure Horde Visual"
12578,"Create Oathstone of Ysera's Dragonflight"
12584,"Gold Power Core"
12585,"Solid Blasting Powder"
12587,"Bright-Eye Goggles"
12589,"Mithril Tube"
12590,"Gyromatic Micro-Adjustor"
12591,"Unstable Trigger"
12594,"Fire Goggles"
12595,"Mithril Blunderbuss"
12596,"Hi-Impact Mithril Slugs"
12599,"Mithril Casing"
12607,"Catseye Ultra Goggles"
12609,"Catseye Elixir"
12613,"Dark Iron Taskmaster Death"
12614,"Mithril Heavy-bore Rifle"
12615,"Spellpower Goggles Xtreme"
12616,"Parachute Cloak"
12617,"Deepdive Helmet"
12618,"Rose Colored Goggles"
12621,"Mithril Gyro-Shot"
12622,"Green Lens"
12623,Suppression
12624,"Mithril Mechanical Dragonling"
12639,"Summon Hakkar"
12642,"Summon Frost Spectres"
12655,Enlightenment
12657,"Artisan Engineer"
12667,"Soul Consumption"
12678,"Stance Mastery"
12684,"Kadrak's Flag"
12695,"Charge Rage Bonus Effect"
12699,"Summon Screecher Spirit"
12700,"Poleaxe Specialization"
12705,"Long Daze"
12709,"Collecting Fallout"
12710,"Gem Explosion"
12715,"Goblin Rocket Fuel Recipe"
12716,"Goblin Mortar"
12717,"Goblin Mining Helmet"
12718,"Goblin Construction Helmet"
12719,"Explosive Arrow"
12720,"Goblin ""Boom"" Box"
12721,"Deep Wound"
12722,"Goblin Radio"
12732,"Shard of Afrasa"
12734,"Ground Smash"
12735,"Fill the Egg of Hakkar"
12736,"Summon Mithril Dragonling"
12740,"Summon Infernal Servant"
12755,"Goblin Bomb Dispenser"
12758,"Goblin Rocket Helmet"
12759,"Gnomish Death Ray"
12760,"Goblin Sapper Charge"
12774,"(DND) Belnistrasz Idol Shutdown Visual"
12790,"Hukku's Guardians"
12797,"Improved Revenge"
12798,"Revenge Stun"
12802,"Getting Tide Pool Sample #1"
12805,"Getting Tide Pool Sample #2"
12806,"Getting Tide Pool Sample #3"
12808,"Getting Tide Pool Sample #4"
12809,"Concussion Blow"
12816,"Idom Rool Camera Shake"
12821,Plainsrunning
12822,"Demon Slaying 18"
12823,"Demon Slaying 36"
12843,"Mordresh's Shield"
12851,"Release the Hounds"
12854,"Spell Focus"
12881,"Poison State"
12883,Longsight
12885,"Teleport to Razelikh"
12887,"Sweeping Slam"
12888,"Cause Insanity"
12890,"Deep Slumber"
12895,"Inlaid Mithril Cylinder Plans"
12896,Helboar
12897,"Gnomish Goggles"
12898,"Smoke Aura Visual"
12899,"Gnomish Shrink Ray"
12900,"Mobile Alarm"
12902,"Gnomish Net-o-Matic Projector"
12903,"Gnomish Harm Prevention Belt"
12904,"Gnomish Ham Radio"
12905,"Gnomish Rocket Boots"
12906,"Gnomish Battle Chicken"
12907,"Gnomish Mind Control Cap"
12908,"Goblin Dragon Gun"
12938,"Fel Curse"
12941,"Fel Curse Effect"
12942,"Fell Curse Effect"
12945,"Improved Shield Block"
12946,"Putrid Stench"
12948,"Avatar of Hakkar is summoned"
12975,"Last Stand"
12981,"Undead Slayer 39"
12998,"Create Yeh'kinya's Scroll"
13003,"Shrink Ray"
13004,Grow
13009,"Amnennar's Wrath"
13013,"Dissolve Armor"
13022,"Fire and Arcane Reflect"
13028,"Goldthorn Tea"
13044,"Teleport to Ground"
13049,"Dragon's Call"
13099,Net-o-Matic
13143,"Summon Razelikh"
13159,"Aspect of the Pack"
13161,"Aspect of the Beast"
13163,"Aspect of the Monkey"
13165,"Aspect of the Hawk"
13166,"Battle Chicken"
13168,"Chicken Fury"
13198,"Increased Strength 15"
13218,"Wound Poison"
13228,"Wound Poison II"
13229,"Wound Poison III"
13230,"Wound Poison IV"
13234,"Harm Prevention Belt"
13235,"Forcefield Collapse"
13236,"Nature Channeling"
13239,"Reload Explode"
13240,"The Mortar: Reloaded"
13258,"Summon Goblin Bomb"
13261,"Malfunction Explosion"
13262,Disenchant
13319,Malfunction
13325,"Transponder Summon"
13327,"Reckless Charge"
13361,"Greater Magic Essence"
13362,"Lesser Magic Essence"
13369,"Lesser Stamina"
13378,"Enchant Shield - Minor Stamina"
13380,"Enchant 2H Weapon - Lesser Spirit"
13381,Torch
13398,"Throw Wrench"
13399,"Cultivate Packet of Seeds"
13418,"Minor Stealth"
13419,"Enchant Cloak - Minor Agility"
13421,"Enchant Cloak - Lesser Protection"
13461,"Go Home"
13462,"Minor Blocking"
13463,"Summon Bloodpetal Mini Pests"
13464,"Enchant Shield - Lesser Protection"
13478,"Opening Relic Coffer"
13484,"Plant Gor'tesh Head"
13485,"Enchant Shield - Lesser Spirit"
13486,Wound
13487,"Create Relic Coffer Chest"
13488,"Firegut Fear Storm"
13489,"Burning Spirit"
13490,"Howling Blade"
13492,"Beast Slaying 63"
13497,"Greater Astral Essence"
13498,"Lesser Astral Essence"
13501,"Enchant Bracer - Lesser Stamina"
13503,"Enchant Weapon - Lesser Striking"
13520,"Quiet Suicide (Frost)"
13522,"Enchant Cloak - Lesser Shadow Resistance"
13523,"Lesser Resistance - Shadow"
13529,"Enchant 2H Weapon - Lesser Impact"
13536,"Enchant Bracer - Lesser Strength"
13538,"Enchant Chest - Lesser Absorption"
13540,"Green Channeling"
13541,"Knockback 500 Triggers"
13548,"Summon Farm Chicken"
13563,"Summon Chicken Egg"
13564,"Opening Dark Coffer"
13565,"Opening Secure Safe"
13567,"Dummy Trigger"
13578,Jadefire
13583,"Curse of the Deadwood"
13586,"Aqua Jet"
13587,"Mount Speed"
13589,"Haste Aura"
13590,"Increase Arcane Dam 1"
13591,"Increase Arcane Dam 3"
13592,"Increase Arcane Dam 4"
13593,"Increase Arcane Dam 6"
13594,"Increase Arcane Dam 7"
13595,"Increase Arcane Dam 9"
13596,"Increase Arcane Dam 10"
13597,"Increase Arcane Dam 11"
13598,"Increase Arcane Dam 13"
13599,"Increase Arcane Dam 14"
13601,"Increase Arcane Dam 16"
13602,"Increase Arcane Dam 17"
13603,"Increase Arcane Dam 19"
13604,"Increase Arcane Dam 20"
13605,"Increase Arcane Dam 21"
13606,Mana
13607,"Enchant Chest - Mana"
13608,"Hooked Net"
13612,"Enchant Gloves - Mining"
13616,"Wracking Pains Proc"
13617,"Enchant Gloves - Herbalism"
13619,"Wracking Pains"
13620,"Enchant Gloves - Fishing"
13622,"Enchant Bracer - Lesser Intellect"
13624,"Minor Stats"
13625,"Lesser Stats"
13626,"Enchant Chest - Minor Stats"
13628,"Runed Golden Rod"
13630,Scraping
13631,"Enchant Shield - Lesser Stamina"
13632,"Greater Mystic Essence"
13633,"Lesser Mystic Essence"
13635,"Enchant Cloak - Defense"
13637,"Enchant Boots - Lesser Agility"
13639,"Greater Health"
13640,"Enchant Chest - Greater Health"
13642,"Enchant Bracer - Spirit"
13644,"Enchant Boots - Lesser Stamina"
13646,"Enchant Bracer - Lesser Deflection"
13648,"Enchant Bracer - Stamina"
13650,"Lesser Beast Slayer"
13651,"Lesser Elemental Slayer"
13652,"Resistance - Fire"
13653,"Enchant Weapon - Lesser Beastslayer"
13655,"Enchant Weapon - Lesser Elemental Slayer"
13657,"Enchant Cloak - Fire Resistance"
13659,"Enchant Shield - Spirit"
13661,"Enchant Bracer - Strength"
13663,"Enchant Chest - Greater Mana"
13664,"Greater Mana"
13665,"Increased Parry 20"
13667,"Increased Parry 40"
13668,"Increased Parry 60"
13669,"Increased Dodge 12"
13670,"Increased Dodge 24"
13671,"Increased Dodge 36"
13672,"Increased Dodge 48"
13673,"Increased Dodge 60"
13674,"Increased Block 5"
13675,"Increased Block 10"
13676,"Increased Block 15"
13677,"Increased Block 20"
13678,"Increased Block 25"
