ID,SpellID,Reagent_0,Reagent_1,Reagent_2,Reagent_3,Reagent_4,Reagent_5,Reagent_6,Reagent_7,ReagentCount_0,ReagentCount_1,ReagentCount_2,ReagentCount_3,ReagentCount_4,ReagentCount_5,ReagentCount_6,ReagentCount_7
19765,6518,2841,3466,5500,3478,2319,0,0,0,10,1,1,2,2,0,0,0
19766,7153,4234,4305,4291,0,0,0,0,0,14,2,2,0,0,0,0,0
19767,7818,2842,3470,0,0,0,0,0,0,1,2,0,0,0,0,0,0
19768,7179,3820,6370,3371,0,0,0,0,0,1,2,1,0,0,0,0,0
19771,7181,3357,3356,3372,0,0,0,0,0,1,1,1,0,0,0,0,0
19772,6661,4234,2321,7071,0,0,0,0,0,14,2,1,0,0,0,0,0
19773,6979,5026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19774,6980,5026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19775,6521,2997,2321,5498,0,0,0,0,0,3,2,1,0,0,0,0,0
19776,7183,765,3371,0,0,0,0,0,0,2,1,0,0,0,0,0,0
19779,6703,5784,4231,2318,2321,0,0,0,0,12,1,8,1,0,0,0,0
19780,6704,5785,4236,4234,2321,0,0,0,0,12,1,10,3,0,0,0,0
19781,6705,5785,4236,4234,4291,0,0,0,0,16,1,14,1,0,0,0,0
19783,7259,3357,3820,3372,0,0,0,0,0,1,1,1,0,0,0,0,0
19786,7223,3859,3486,0,0,0,0,0,0,5,2,0,0,0,0,0,0
19787,7224,3859,3486,4234,0,0,0,0,0,8,2,4,0,0,0,0,0
19788,7126,2318,2320,0,0,0,0,0,0,3,1,0,0,0,0,0,0
19790,7147,4234,4305,2321,0,0,0,0,0,12,2,2,0,0,0,0,0
19791,6353,6265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19792,6690,4305,2321,3182,0,0,0,0,0,2,2,2,0,0,0,0,0
19793,6692,4305,2321,3182,0,0,0,0,0,4,2,2,0,0,0,0,0
19794,6693,4305,4234,2321,2605,0,0,0,0,4,3,3,1,0,0,0,0
19795,6366,6265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19796,7133,2319,2997,2321,0,0,0,0,0,8,1,1,0,0,0,0,0
19797,7135,2319,4340,2321,0,0,0,0,0,12,1,1,0,0,0,0,0
19798,6702,5784,2318,2321,0,0,0,0,0,8,6,1,0,0,0,0,0
19799,7430,2840,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
19800,7624,2996,2320,2324,0,0,0,0,0,3,1,1,0,0,0,0,0
19801,7629,2996,2320,2604,0,0,0,0,0,3,1,1,0,0,0,0,0
19802,7793,10939,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
19803,7421,6217,10940,10938,0,0,0,0,0,1,1,1,0,0,0,0,0
19804,7776,10939,10938,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19805,7745,10940,10978,0,0,0,0,0,0,4,1,0,0,0,0,0,0
19806,7934,1475,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19807,7935,1288,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19808,7643,2997,2321,2604,0,0,0,0,0,5,3,3,0,0,0,0,0
19809,7786,10940,10939,0,0,0,0,0,0,4,2,0,0,0,0,0,0
19810,7953,6470,4231,2321,0,0,0,0,0,4,1,1,0,0,0,0,0
19811,7788,10940,10939,10978,0,0,0,0,0,2,1,1,0,0,0,0,0
19812,7633,2996,2320,6260,0,0,0,0,0,4,2,2,0,0,0,0,0
19813,3775,4236,4234,2321,7071,0,0,0,0,2,4,1,1,0,0,0,0
19814,8776,2996,2320,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19815,8681,2928,3371,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19816,7408,2840,2880,2318,0,0,0,0,0,12,2,2,0,0,0,0,0
19817,7845,6371,3356,3372,0,0,0,0,0,2,1,1,0,0,0,0,0
19818,6415,5468,2678,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19819,7639,2997,2321,6260,0,0,0,0,0,4,2,2,0,0,0,0,0
19820,7928,4306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19821,6618,5637,3356,3372,0,0,0,0,0,1,1,1,0,0,0,0,0
19822,7859,10998,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
19823,7623,2996,2320,0,0,0,0,0,0,3,1,0,0,0,0,0,0
19824,7795,6338,10940,10939,6218,0,0,0,0,1,6,3,1,0,0,0,0
19825,7954,6470,2321,0,0,0,0,0,0,5,2,0,0,0,0,0,0
19826,7955,6471,6470,2321,0,0,0,0,0,6,4,2,0,0,0,0,0
19827,7817,2841,3470,0,0,0,0,0,0,6,6,0,0,0,0,0,0
19829,7636,2997,2321,2605,0,0,0,0,0,3,2,1,0,0,0,0,0
19830,3376,3685,2692,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19831,7841,2452,6370,3371,0,0,0,0,0,1,1,1,0,0,0,0,0
19832,7863,10940,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
19833,6624,6370,3820,3372,0,0,0,0,0,2,1,1,0,0,0,0,0
19834,7748,10940,10938,0,0,0,0,0,0,2,2,0,0,0,0,0,0
19836,7420,10940,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19837,7867,10940,10998,0,0,0,0,0,0,6,2,0,0,0,0,0,0
19838,7221,3575,3478,0,0,0,0,0,0,6,4,0,0,0,0,0,0
19839,8762,4305,2321,0,0,0,0,0,0,3,2,0,0,0,0,0,0
19840,6413,5466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19841,6414,5467,2678,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19843,6418,5470,2692,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19844,6419,5471,2678,0,0,0,0,0,0,1,4,0,0,0,0,0,0
19845,7222,3575,3478,1705,0,0,0,0,0,4,2,1,0,0,0,0,0
19846,7428,10938,10940,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19847,7771,10940,10939,0,0,0,0,0,0,3,1,0,0,0,0,0,0
19848,7861,6371,10998,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19849,7892,2997,6260,4340,2321,0,0,0,0,4,2,1,1,0,0,0,0
19850,7893,2997,2605,4340,2321,0,0,0,0,4,2,1,1,0,0,0,0
19852,7857,10940,10998,0,0,0,0,0,0,4,1,0,0,0,0,0,0
19853,7630,2996,2320,6260,0,0,0,0,0,3,1,1,0,0,0,0,0
19854,7156,4234,4236,4291,0,0,0,0,0,4,1,1,0,0,0,0,0
19855,7213,4655,2692,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19856,6417,5051,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19857,8607,3173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19858,8795,4305,7072,6260,4291,0,0,0,0,6,2,2,2,0,0,0,0
19859,8804,4305,7068,6371,4304,2604,4291,0,0,6,2,2,2,4,2,0,0
19860,8483,4305,2324,4291,0,0,0,0,0,3,2,1,0,0,0,0,0
19861,8797,4305,7067,4234,7071,4291,0,0,0,5,4,4,1,2,0,0,0
19862,8789,4305,2604,6371,4291,0,0,0,0,5,2,2,1,0,0,0,0
19863,8243,4611,4377,4306,0,0,0,0,0,1,1,1,0,0,0,0,0
19864,3757,2997,2321,0,0,0,0,0,0,3,1,0,0,0,0,0,0
19865,9062,2318,2320,0,0,0,0,0,0,3,4,0,0,0,0,0,0
19866,9064,2318,2320,0,0,0,0,0,0,5,5,0,0,0,0,0,0
19868,7454,10940,10938,0,0,0,0,0,0,1,2,0,0,0,0,0,0
19869,7457,10940,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
19870,7828,6362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19871,8895,10026,10559,4234,9061,10560,0,0,0,1,2,4,2,1,0,0,0
19872,8339,4364,2592,0,0,0,0,0,0,4,1,0,0,0,0,0,0
19873,8897,7189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19874,8691,8924,3372,0,0,0,0,0,0,2,1,0,0,0,0,0,0
19876,6416,5469,4536,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19877,8768,3575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19878,7753,6289,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19879,7754,6317,2678,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19880,7755,6308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19881,9065,2318,2320,0,0,0,0,0,0,6,4,0,0,0,0,0,0
19882,8694,8923,0,3372,0,0,0,0,0,1,0,1,0,0,0,0,0
19883,8770,4339,7067,7070,7068,7069,4291,0,0,2,2,2,2,2,2,0,0
19884,7752,6303,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19885,8791,4305,2604,2321,0,0,0,0,0,4,2,2,0,0,0,0,0
19886,8793,4305,6371,2604,4291,0,0,0,0,5,2,2,2,0,0,0,0
19887,7779,10940,10939,0,0,0,0,0,0,2,1,0,0,0,0,0,0
19889,7766,10938,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
19890,8489,4305,2604,4291,0,0,0,0,0,3,2,1,0,0,0,0,0
19892,8465,2996,2320,6260,2324,0,0,0,0,2,1,1,1,0,0,0,0
19893,8238,6522,2678,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19894,8240,6522,2449,3371,0,0,0,0,0,1,1,1,0,0,0,0,0
19895,8758,4305,6260,2321,0,0,0,0,0,4,2,3,0,0,0,0,0
19896,7426,10940,10938,0,0,0,0,0,0,2,1,0,0,0,0,0,0
19897,7418,10940,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19898,6412,5465,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19899,8467,2997,2324,2321,0,0,0,0,0,3,4,1,0,0,0,0,0
19900,8760,4305,6260,2321,0,0,0,0,0,2,2,1,0,0,0,0,0
19901,7751,6291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19902,7359,4470,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19903,8772,4305,7071,2604,4291,0,0,0,0,4,1,2,1,0,0,0,0
19904,8774,4305,4291,0,0,0,0,0,0,5,2,0,0,0,0,0,0
19905,8784,4305,2605,4291,0,0,0,0,0,5,2,1,0,0,0,0,0
19906,8786,4305,6260,2321,0,0,0,0,0,3,2,2,0,0,0,0,0
19907,8604,6889,2678,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19908,8782,4305,4234,929,2321,0,0,0,0,3,2,4,1,0,0,0,0
19909,3758,2997,2605,2321,0,0,0,0,0,4,1,1,0,0,0,0,0
19910,7782,10940,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
19911,7827,6361,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19912,7836,6358,3371,0,0,0,0,0,0,2,1,0,0,0,0,0,0
19913,7837,6359,3371,0,0,0,0,0,0,2,1,0,0,0,0,0,0
19914,8766,4305,7070,6260,2321,7071,0,0,0,4,1,2,2,1,0,0,0
19915,8322,2318,4231,2320,5498,0,0,0,0,6,1,4,1,0,0,0,0
19916,8687,2928,3372,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19917,8334,2841,4359,2880,0,0,0,0,0,1,2,1,0,0,0,0,0
19918,8764,4305,7067,2321,0,0,0,0,0,3,1,2,0,0,0,0,0
19919,9196,4234,3824,2321,0,0,0,0,0,10,1,2,0,0,0,0,0
19920,9197,7392,4234,2321,0,0,0,0,0,4,10,2,0,0,0,0,0
19921,9926,3860,4234,0,0,0,0,0,0,8,6,0,0,0,0,0,0
19922,9928,3860,4338,0,0,0,0,0,0,6,4,0,0,0,0,0,0
19923,9942,3860,4234,4338,0,0,0,0,0,8,6,4,0,0,0,0,0
19924,9931,3860,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
19925,9201,4234,2325,4291,0,0,0,0,0,16,1,2,0,0,0,0,0
19926,9202,7392,4234,4291,0,0,0,0,0,6,8,2,0,0,0,0,0
19927,8366,2840,774,3470,0,0,0,0,0,12,2,2,0,0,0,0,0
19928,9811,3575,5635,3486,0,0,0,0,0,8,4,2,0,0,0,0,0
19929,27725,14048,14342,13468,14227,0,0,0,0,6,2,1,4,0,0,0,0
19930,9959,3860,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
19931,9997,3860,6037,7966,4304,0,0,0,0,14,4,1,2,0,0,0,0
19932,9957,3860,7067,0,0,0,0,0,0,12,1,0,0,0,0,0,0
19933,9206,4234,4305,2325,7071,0,0,0,0,10,2,2,1,0,0,0,0
19934,9813,3575,3486,0,0,0,0,0,0,20,4,0,0,0,0,0,0
19935,9814,3575,5637,5635,0,0,0,0,0,10,2,2,0,0,0,0,0
19936,8780,4305,4234,6048,2321,0,0,0,0,3,2,2,2,0,0,0,0
19937,9194,4234,2321,0,0,0,0,0,0,8,2,0,0,0,0,0,0
19938,9979,3860,6037,4304,7966,7909,0,0,0,14,2,4,1,1,0,0,0
19939,9980,3860,6037,7966,0,0,0,0,0,16,2,1,0,0,0,0,0
19940,9939,3860,6037,7966,0,0,0,0,0,4,2,4,0,0,0,0,0
19941,8778,4305,2319,6048,2321,0,0,0,0,3,2,1,2,0,0,0,0
19942,8332,6714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19943,7929,4306,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
19944,9950,3860,4338,6037,7966,0,0,0,0,10,6,1,1,0,0,0,0
19945,9145,2319,5116,2321,0,0,0,0,0,8,4,2,0,0,0,0,0
19946,131,17057,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19947,9964,3860,7966,0,0,0,0,0,0,4,3,0,0,0,0,0,0
19948,8367,2840,818,3470,0,0,0,0,0,16,2,3,0,0,0,0,0
19950,9818,3575,5637,3486,0,0,0,0,0,12,4,2,0,0,0,0,0
19951,9820,3575,3486,5637,0,0,0,0,0,14,3,2,0,0,0,0,0
19952,9594,7741,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19953,9058,2318,2320,0,0,0,0,0,0,2,1,0,0,0,0,0,0
19954,9059,2318,2320,0,0,0,0,0,0,2,3,0,0,0,0,0,0
19955,9060,2318,2320,0,0,0,0,0,0,4,2,0,0,0,0,0,0
19956,7443,10938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19957,9935,3859,7966,0,0,0,0,0,0,14,1,0,0,0,0,0,0
19958,9937,3860,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
19959,9983,2840,2880,3470,2318,0,0,0,0,10,2,1,1,0,0,0,0
19960,9198,4234,7067,7070,2321,0,0,0,0,6,2,2,2,0,0,0,0
19961,9068,2318,4231,2321,0,0,0,0,0,10,1,1,0,0,0,0,0
19962,9995,3860,7909,7966,4304,0,0,0,0,16,2,1,4,0,0,0,0
19963,9146,2319,3356,2321,0,0,0,0,0,8,4,2,0,0,0,0,0
19964,9966,3860,4304,0,0,0,0,0,0,14,4,0,0,0,0,0,0
19965,9968,3860,4304,0,0,0,0,0,0,14,4,0,0,0,0,0,0
19966,9970,3860,7909,0,0,0,0,0,0,14,1,0,0,0,0,0,0
19967,9972,3860,6037,7077,7966,0,0,0,0,16,6,1,1,0,0,0,0
19968,8802,4305,7068,3827,2604,4291,0,0,0,8,4,2,4,1,0,0,0
19969,9193,4234,2321,0,0,0,0,0,0,8,2,0,0,0,0,0,0
19970,9974,3860,6037,7910,7971,7966,0,0,0,12,12,2,2,2,0,0,0
19971,9993,3860,3864,7966,4234,0,0,0,0,12,2,1,4,0,0,0,0
19972,9954,3860,6037,7909,3864,5966,7966,0,0,10,8,3,3,1,2,0,0
19973,9933,3860,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
19974,8799,4305,2604,4291,0,0,0,0,0,4,2,2,0,0,0,0,0
19976,9595,7740,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19977,9961,3860,4338,0,0,0,0,0,0,10,6,0,0,0,0,0,0
19978,10550,4304,4291,0,0,0,0,0,0,12,4,0,0,0,0,0,0
19979,10007,3860,7081,6037,3823,7909,7966,4304,0,28,6,8,2,6,4,2,0
19980,10009,3860,7075,7966,4304,0,0,0,0,18,2,1,4,0,0,0,0
19981,10011,3860,7972,6037,7966,4304,0,0,0,28,10,10,6,6,0,0,0
19982,10499,4304,4291,0,0,0,0,0,0,7,2,0,0,0,0,0,0
19983,9207,4234,7428,3824,4291,0,0,0,0,8,2,1,2,0,0,0,0
19984,9208,4234,2459,4337,4291,0,0,0,0,10,2,2,1,0,0,0,0
19985,10621,4304,8368,8146,8343,8172,0,0,0,18,2,8,4,2,0,0,0
19986,9976,7970,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19987,9195,4234,2325,2321,0,0,0,0,0,10,1,2,0,0,0,0,0
19988,9055,7273,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
19989,10560,4304,8152,8343,0,0,0,0,0,10,6,2,0,0,0,0,0
19990,10841,4338,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
19991,10516,4304,4338,4291,0,0,0,0,0,8,6,3,0,0,0,0,0
19992,9147,2319,7067,2321,0,0,0,0,0,6,1,2,0,0,0,0,0
19993,10572,4304,8153,8172,0,0,0,0,0,16,6,2,0,0,0,0,0
19994,10840,4338,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19995,8368,2841,1210,3478,0,0,0,0,0,8,3,4,0,0,0,0,0
19996,10013,3860,6037,7910,7966,4304,0,0,0,12,6,2,1,2,0,0,0
19997,10487,4304,4291,0,0,0,0,0,0,5,1,0,0,0,0,0,0
19998,10518,4304,8167,8343,0,0,0,0,0,8,12,1,0,0,0,0,0
19999,10574,4304,8153,8172,0,0,0,0,0,16,6,2,0,0,0,0,0
20000,12584,3577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20001,10507,4304,4291,0,0,0,0,0,0,5,2,0,0,0,0,0,0
20002,10570,4304,8154,8343,0,0,0,0,0,10,20,2,0,0,0,0,0
20003,10165,8147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20004,9918,7912,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20005,9921,7912,4306,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20006,9273,3575,4375,814,4306,1210,7191,0,0,6,2,2,2,2,1,0,0
20007,9916,3859,3486,0,0,0,0,0,0,16,3,0,0,0,0,0,0
20008,9952,3860,6037,4304,0,0,0,0,0,12,1,6,0,0,0,0,0
20009,8722,6265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20010,9920,7912,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
20011,9513,2452,159,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20012,10059,17032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20013,12585,7912,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
20014,9985,2841,3466,2319,0,0,0,0,0,8,1,1,0,0,0,0,0
20015,9986,2841,3466,2319,0,0,0,0,0,12,2,2,0,0,0,0,0
20016,9987,2841,3466,2319,0,0,0,0,0,14,1,2,0,0,0,0,0
20017,9148,2319,5373,2321,0,0,0,0,0,10,2,2,0,0,0,0,0
20018,9149,2319,7067,2997,2321,0,0,0,0,12,2,2,2,0,0,0,0
20019,9072,7287,2319,2321,0,0,0,0,0,6,4,1,0,0,0,0,0
20020,9074,2457,2319,2321,0,0,0,0,0,1,6,1,0,0,0,0,0
20021,10098,7911,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20022,10509,4304,8167,8343,0,0,0,0,0,6,8,1,0,0,0,0,0
20023,9945,3860,6037,7966,0,0,0,0,0,12,1,1,0,0,0,0,0
20024,10166,8148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20025,10619,4304,8165,8343,8172,0,0,0,0,24,12,4,2,0,0,0,0
20026,10544,4304,8153,8172,0,0,0,0,0,12,2,1,0,0,0,0,0
20027,11730,6265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20028,11438,9251,9252,9253,0,0,0,0,0,1,1,1,0,0,0,0,0
20029,10482,8169,8150,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20030,10533,4304,8154,4291,0,0,0,0,0,10,4,2,0,0,0,0,0
20031,11448,3358,3821,3372,0,0,0,0,0,1,1,1,0,0,0,0,0
20032,11449,3820,3821,3372,0,0,0,0,0,1,1,1,0,0,0,0,0
20033,12621,3860,10505,0,0,0,0,0,0,2,2,0,0,0,0,0,0
20034,12599,3860,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
20035,10529,4304,8153,8172,0,0,0,0,0,10,1,1,0,0,0,0,0
20036,12596,3860,10505,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20037,12597,10559,7909,4304,0,0,0,0,0,1,2,2,0,0,0,0,0
20038,11447,6370,3357,3372,0,0,0,0,0,1,1,1,0,0,0,0,0
20039,12619,10561,10560,10505,0,0,0,0,0,2,1,2,0,0,0,0,0
20040,11342,8924,8925,0,0,0,0,0,0,2,1,0,0,0,0,0,0
20041,11341,8924,8925,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20042,9070,7286,2319,2321,0,0,0,0,0,12,4,1,0,0,0,0,0
20043,11545,9281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20044,12048,4339,4291,0,0,0,0,0,0,2,3,0,0,0,0,0,0
20045,12551,5024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20046,10564,4304,8154,8343,0,0,0,0,0,12,16,2,0,0,0,0,0
20047,11459,3575,9262,8831,4625,0,0,0,0,4,1,4,4,0,0,0,0
20048,11512,9279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20049,11452,7067,3821,8925,0,0,0,0,0,1,1,1,0,0,0,0,0
20050,10632,4304,7077,7075,8172,8343,0,0,0,40,8,4,2,4,0,0,0
20051,10630,4304,7079,7075,8172,8343,0,0,0,20,8,2,1,4,0,0,0
20052,11017,6265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20053,10490,4234,4236,4291,0,0,0,0,0,12,2,2,0,0,0,0,0
20054,10525,4304,8154,4291,0,0,0,0,0,12,12,4,0,0,0,0,0
20055,10650,4304,8165,8343,8172,0,0,0,0,40,30,4,4,0,0,0,0
20056,11643,3859,3577,3486,0,0,0,0,0,10,4,4,0,0,0,0,0
20057,11343,8924,8925,0,0,0,0,0,0,2,1,0,0,0,0,0,0
20058,11466,8836,8839,8925,0,0,0,0,0,1,1,1,0,0,0,0,0
20059,10511,4304,8167,8343,0,0,0,0,0,6,12,1,0,0,0,0,0
20060,12622,4304,1529,7909,10286,8153,0,0,0,8,3,3,2,2,0,0,0
20061,10556,4304,8167,8343,0,0,0,0,0,14,28,1,0,0,0,0,0
20062,10558,4304,8343,0,0,0,0,0,0,16,2,0,0,0,0,0,0
20063,11417,17032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20064,10562,4304,8152,8343,0,0,0,0,0,14,4,2,0,0,0,0,0
20065,10531,4304,8151,8343,0,0,0,0,0,8,6,1,0,0,0,0,0
20066,11418,17032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20067,11419,17032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20068,10546,4304,8153,8172,0,0,0,0,0,10,2,1,0,0,0,0,0
20069,10554,4304,8154,4291,0,0,0,0,0,12,12,6,0,0,0,0,0
20070,10568,4304,8154,8343,0,0,0,0,0,14,8,2,0,0,0,0,0
20071,10542,4304,8154,4291,0,0,0,0,0,6,8,2,0,0,0,0,0
20072,10005,3860,7909,1705,1206,7966,4338,0,0,14,1,2,2,1,2,0,0
20073,10844,8150,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
20074,12620,10559,7910,6037,0,0,0,0,0,1,1,2,0,0,0,0,0
20075,10548,4304,4291,0,0,0,0,0,0,14,4,0,0,0,0,0,0
20076,10520,4304,8151,8343,0,0,0,0,0,10,4,1,0,0,0,0,0
20077,10552,4304,8167,8343,0,0,0,0,0,14,24,1,0,0,0,0,0
20078,12056,4339,2604,8343,0,0,0,0,0,3,2,1,0,0,0,0,0
20080,12746,6265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20081,11525,9280,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20082,12903,7387,3860,6037,10560,7909,0,0,0,1,4,2,1,2,0,0,0
20083,12085,4339,8343,0,0,0,0,0,0,4,2,0,0,0,0,0,0
20084,12087,4339,7079,8343,0,0,0,0,0,5,6,3,0,0,0,0,0
20085,12089,4339,8343,0,0,0,0,0,0,4,3,0,0,0,0,0,0
20086,12090,4339,7079,8343,4304,0,0,0,0,6,6,3,2,0,0,0,0
20087,12720,10561,10505,10558,3860,0,0,0,0,1,2,1,2,0,0,0,0
20088,12068,4339,7079,8343,0,0,0,0,0,5,3,2,0,0,0,0,0
20089,12069,4339,7077,8343,0,0,0,0,0,5,2,2,0,0,0,0,0
20090,12064,4339,6261,8343,0,0,0,0,0,2,2,1,0,0,0,0,0
20091,12065,4339,4291,0,0,0,0,0,0,4,2,0,0,0,0,0,0
20092,12259,2841,2842,3478,0,0,0,0,0,12,4,2,0,0,0,0,0
20093,12091,4339,8343,0,2324,0,0,0,0,5,3,0,1,0,0,0,0
20094,12586,10505,4306,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20095,12591,3860,4338,10505,0,0,0,0,0,1,1,1,0,0,0,0,0
20096,12081,4339,4589,8343,0,0,0,0,0,3,6,2,0,0,0,0,0
20097,12088,4339,7077,8343,4304,0,0,0,0,5,1,3,2,0,0,0,0
20098,12070,4339,8153,10286,8343,0,0,0,0,6,6,2,2,0,0,0,0
20099,11458,8153,8831,8925,0,0,0,0,0,1,1,1,0,0,0,0,0
20100,11725,6265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20101,12735,10465,10663,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20102,11729,6265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20103,11450,3355,3821,3372,0,0,0,0,0,1,1,1,0,0,0,0,0
20104,11451,4625,3821,8925,0,0,0,0,0,1,1,1,0,0,0,0,0
20105,10001,3860,7971,1210,7966,4304,0,0,0,16,1,4,1,2,0,0,0
20106,10003,3860,7075,6037,3864,1529,7966,4304,0,24,4,6,5,5,4,4,0
20107,11453,3358,8831,8925,0,0,0,0,0,1,1,1,0,0,0,0,0
20108,11454,3860,3577,6037,0,0,0,0,0,5,1,1,0,0,0,0,0
20109,11456,4625,9260,3372,0,0,0,0,0,1,1,1,0,0,0,0,0
20110,11457,8838,3358,8925,0,0,0,0,0,1,1,1,0,0,0,0,0
20111,12758,10543,9061,3860,10560,0,0,0,0,1,4,4,1,0,0,0,0
20112,11479,3575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20113,12055,4339,10285,8343,0,0,0,0,0,3,2,1,0,0,0,0,0
20114,17181,8170,16202,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20115,12066,4339,2604,8343,0,0,0,0,0,3,2,2,0,0,0,0,0
20116,12082,4339,10285,8343,4304,0,0,0,0,6,6,3,2,0,0,0,0
20117,12900,10559,10560,3860,0,0,0,0,0,1,1,4,0,0,0,0,0
20118,12760,4338,10505,10560,0,0,0,0,0,1,3,1,0,0,0,0,0
20119,12083,4339,7079,8343,0,0,0,0,0,4,4,2,0,0,0,0,0
20120,12084,4339,2604,8343,0,0,0,0,0,4,2,2,0,0,0,0,0
20121,12603,10561,10560,10505,0,0,0,0,0,1,1,1,0,0,0,0,0
20122,12718,3860,3864,7068,0,0,0,0,0,8,1,4,0,0,0,0,0
20123,12062,4339,7079,8343,0,0,0,0,0,4,2,2,0,0,0,0,0
20124,11472,8838,8846,8925,0,0,0,0,0,1,1,1,0,0,0,0,0
