ID,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAura,EffectAuraPeriod,EffectBasePoints,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectDieSides,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,ImplicitTarget_0,ImplicitTarget_1,SpellID
681230,0,0,2,0,0,0,0,56,0.33199998736,1,0,15,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2137
681233,0,0,6,0,0,23,2000,-1,0,1,0,1,0,0,0,0,0,3137,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,2893
681234,0,1,38,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,21,0,2893
681236,0,0,2,0,0,0,0,49,0.07500000298,1,0,1,0,0,0,0,0.5,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,22,15,3055
681243,0,0,6,0,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,2580
681244,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,2575,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2581
681245,0,1,44,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,186,0,0,0,0,0,0,0,0,0,2581
681246,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,2576,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2582
681247,0,1,44,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,186,0,0,0,0,0,0,0,0,0,2582
681250,0,0,6,0,0,12,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2637
681251,0,0,24,0,0,0,0,0,0,1,0,1,2302,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2149
681252,0,0,24,0,0,0,0,0,0,1,0,1,2304,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2152
681257,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,1753,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1748
681258,0,0,24,0,0,0,0,0,0,1,0,1,2577,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2394
681259,0,0,24,0,0,0,0,0,0,1,0,1,2578,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2395
681260,0,0,24,0,0,0,0,0,0,1,0,1,2579,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2396
681261,0,0,24,0,0,0,0,0,0,1,0,1,2580,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2397
681268,0,0,96,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1906
681269,0,1,58,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1906
681270,0,2,6,0,0,129,0,-61,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1906
681273,0,0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,22,30,2763
681274,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,25,0,2096
681275,0,1,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2096
681276,0,2,6,0,0,68,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,2096
681281,0,0,24,0,0,0,0,0,0,1,0,1,2303,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2153
681282,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3104,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2154
681283,0,1,44,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,165,0,0,0,0,0,0,0,0,0,2154
681284,0,0,2,0,0,0,0,108,1,1,0,9,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2608
681285,0,0,2,0,0,0,0,260,1,1,0,17,0,0,0,0,1.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2610
681287,0,0,24,0,0,0,0,0,0,1,0,1,2867,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2671
681288,0,0,6,0,0,15,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,35,0,2947
681289,0,0,2,0,0,0,0,52,0.42899999022,1,0,13,0,0,0,0,0.89999997616,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2948
681291,0,0,24,0,0,0,0,0,0,1,0,1,2868,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2672
681298,0,0,10,1,0,0,0,45,0.1230000034,1,0,11,0,0,0,0,0.89999997616,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,2050
681300,0,0,10,1,0,0,0,70,0.22900000215,1,0,15,0,0,0,0,1.10000002384,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,2052
681301,0,0,6,0,0,29,0,-6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,6,0,3105
681308,0,0,6,0,0,12,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2070
681309,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3599,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2075
681314,0,0,6,0,0,8,3000,60,0.20000000298,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,2091
681317,0,0,6,0,0,184,0,-21,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2651
681318,0,1,6,0,0,185,0,-21,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2651
681319,0,0,24,0,0,0,0,0,0,1,0,1,2314,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2166
681320,0,0,10,1,0,0,0,134,0.44600000978,1,0,23,0,0,0,0,1.60000002384,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,2053
681324,0,0,2,0,0,0,0,377,0.65100002289,0.69999998808,3,47,0,0,0,0,2.70000004768,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2860
681327,0,0,6,0.5,0,53,1000,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2969
681328,0,0,10,1,0,0,0,46,0,1,0,7,0,0,0,0,2.40000009537,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3368
681331,0,0,8,0,0,0,0,49999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,5,0,2641
681332,0,1,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2641
681338,0,0,58,0,0,0,0,-1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2764
681339,0,0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,22,30,2765
681340,0,0,2,0,0,0,0,23,0.20399999619,1,0,9,0,0,0,0,0.60000002384,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2136
681342,0,0,24,0,0,0,0,0,0,1,0,1,2315,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2167
681343,0,0,24,0,0,0,0,0,0,1,0,1,2316,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2168
681344,0,0,36,0,0,0,0,-1,1,1,0,1,0,0,0,0,0,2649,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1853
681346,0,0,63,0,0,0,0,-31,0,1,0,1,0,0,0,0,-1.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1742
681347,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,1742,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1747
681350,0,0,2,0,0,0,0,153,0.23600000143,1,0,39,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,16,0,8422
681351,0,1,27,0,0,3,2000,34,0.02999999933,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,28,0,8422
681352,0,0,24,0,0,0,0,0,0,1,0,1,2851,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2661
681359,0,0,2,0,0,0,0,361,0.28600001335,1,0,67,0,0,0,0,1.60000002384,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,22,15,2812
681360,0,0,56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,32,0,2654
681361,0,0,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2656
681365,0,0,2,0,0,0,0,16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1822
681366,0,1,6,0,0,3,3000,9,0,1,0,1,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1822
681367,0,2,80,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1822
681369,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2108,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2155
681370,0,1,44,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,165,0,0,0,0,0,0,0,0,0,2155
681376,0,0,6,0,0,144,0,16,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1860
681377,0,0,6,0,0,20,500,99,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,1908
681380,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,1755,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1750
681381,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,1756,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1751
681382,0,0,6,0,0,12,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1833
681383,0,1,80,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1833
681386,0,0,24,0,0,0,0,0,0,1,0,1,2864,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2667
681391,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,1,55,1953
681392,0,1,6,0,0,77,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,0,0,0,0,1,0,1953
681393,0,2,6,0,0,77,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,1953
681398,0,0,64,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,11329,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1857
681399,0,1,64,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,18461,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1857
681400,0,2,79,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1857
681401,0,0,24,0,0,0,0,0,0,1,0,1,2454,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2329
681406,0,0,6,0,0,3,5000,9,0.10000000149,1,0,1,0,0,0,0,0.10000000149,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3396
681407,0,1,6,0,0,22,0,-61,0,1,0,1,0,0,0,0,-2.40000009537,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,3396
681408,0,0,24,0,0,0,0,0,0,1,0,1,3726,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3397
681414,0,0,6,0,0,15,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3742
681415,0,0,24,0,0,0,0,0,0,1,0,1,4321,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3856
681422,0,0,24,0,0,0,0,0,0,1,0,1,4359,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3922
681423,0,0,24,0,0,0,0,1,0,1,0,1,4360,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3923
681424,0,0,24,0,0,0,0,0,0,1,0,1,4361,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3924
681425,0,0,24,0,0,0,0,0,0,1,0,1,4362,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3925
681426,0,0,24,0,0,0,0,0,0,1,0,1,4363,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3926
681431,0,0,24,0,0,0,0,0,0,1,0,1,3727,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3398
681432,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2271,64,0,0,0,0,0,0,47,0,3655
681434,0,0,35,0,0,138,0,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,1,0,3631
681435,0,0,6,0,0,54,0,-51,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3650
681439,0,0,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3464
681440,0,1,118,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,171,0,0,0,0,0,0,0,0,0,3464
681441,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3659
681442,0,0,6,0,0,29,0,-5,0,1,0,1,0,0,0,0,-0.25,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,16,0,3256
681443,0,1,6,0,0,29,0,-5,0,1,0,1,0,0,0,0,-0.25,0,0,1,0,0,0,1,1,0,8,0,0,0,0,0,16,0,3256
681444,0,2,6,0,0,29,0,-5,0,1,0,1,0,0,0,0,-0.25,0,0,1,0,0,0,1,3,0,8,0,0,0,0,0,16,0,3256
681446,0,0,6,0,0,22,0,149,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3220
681447,0,0,6,0,0,161,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3221
681448,0,0,6,0,0,161,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3222
681450,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3712,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3715
681452,0,0,24,0,0,0,0,0,0,1,0,1,3389,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3177
681455,0,0,6,1,0,28,0,99,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3389
681460,0,0,24,0,0,0,0,0,0,1,0,1,4308,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3841
681461,0,0,24,0,0,0,0,0,0,1,0,1,4309,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3842
681465,0,0,6,0,0,161,0,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3223
681468,0,0,2,0,0,0,0,39,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,4165
681469,0,0,6,0,0,14,0,29,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,4166
681473,0,0,24,0,0,0,0,199,0,1,0,1,8068,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3930
681475,0,0,6,2.5,0,8,1000,63,0.28600001335,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,3700
681476,0,1,6,0,0,88,0,-101,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3700
681482,0,0,6,0,0,88,0,-51,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3150
681483,0,1,6,0,0,29,0,-2,0,1,0,1,0,0,0,0,-0.30000001192,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3150
681484,0,2,6,0,0,29,0,-2,0,1,0,1,0,0,0,0,-0.30000001192,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,3150
681486,0,0,6,0,0,93,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4511
681488,0,0,6,0,0,138,0,-55,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,22,15,3826
681489,0,0,6,0,0,29,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3158
681492,0,0,6,0,0,35,0,189,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4268
681494,0,0,24,0,0,0,0,0,0,1,0,1,4333,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3870
681498,0,0,6,0,0,3,3000,4,0.10000000149,1,0,1,0,0,0,0,0.80000001192,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3602
681499,0,0,6,0,0,65,0,-36,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3603
681500,0,0,24,0,0,0,0,1,0,1,0,3,4390,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3962
681501,0,0,24,0,0,0,0,0,0,1,0,1,3471,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3321
681502,0,0,3,0,0,0,0,299,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3660
681503,0,0,24,0,0,0,0,0,0,1,0,1,4331,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3868
681504,0,0,24,0,0,0,0,0,0,1,0,1,4332,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3869
681505,0,0,24,0,0,0,0,0,0,1,0,1,4310,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3843
681506,0,0,24,0,0,0,0,0,0,1,0,1,4311,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3844
681510,0,0,6,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3635
681511,0,0,6,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3636
681513,0,0,6,0,0,13,0,-27,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3672
681514,0,1,6,0,0,61,0,-26,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3672
681515,0,0,6,0,0,13,0,-41,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3673
681516,0,1,6,0,0,61,0,-41,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3673
681517,0,0,6,0,0,138,0,29,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,3229
681518,0,0,6,0,0,22,0,117,0,1,0,1,0,0,0,0,5.19999980927,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4149
681519,0,0,6,0,0,54,0,-48,0,1,0,1,0,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,4150
681520,0,0,6,0,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,4152
681521,0,0,6,0,0,31,0,59,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3385
681522,0,1,6,0,0,13,0,0,0.10000000149,1,0,1,0,0,0,0,2.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3385
681530,0,0,6,0,0,13,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4443
681536,0,0,6,0,0,33,0,-51,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3409
681539,0,0,24,0,0,0,0,0,0,1,0,1,3729,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3400
681540,0,0,2,0,0,0,0,14,1,1,0,1,0,0,0,0,0.75,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,22,15,3322
681542,0,0,6,0,0,35,0,329,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4270
681544,0,0,10,1,0,0,0,98,0,1,0,17,0,0,0,0,9.19999980927,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,4221
681545,0,0,36,0,0,0,0,24,0,1,0,1,0,0,0,0,0,3464,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3465
681546,0,1,44,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,171,0,0,0,0,0,0,0,0,0,3465
681551,0,0,9,1000,0,0,0,999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,3477
681556,0,0,94,0,0,0,0,-401,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,700,0,0,0,0,0,0,0,0,0,3026
681557,0,0,6,0,0,29,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,14410
681558,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,14537
681559,0,0,6,0,0,87,0,49,0.5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,10,0,0,0,0,0,22,15,14539
681560,0,1,6,0,0,87,0,49,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,10,0,0,0,0,0,22,15,14539
681561,0,0,6,0,0,8,3000,75,0.20000000298,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,3627
681562,0,0,24,0,0,0,0,0,0,1,0,1,4305,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3839
681563,0,0,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3908
681564,0,1,118,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,197,0,0,0,0,0,0,0,0,0,3908
681568,0,0,6,2.25,0,8,1000,23,0.28600001335,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,3698
681569,0,1,6,0,0,88,0,-101,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3698
681571,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1991
681572,0,0,6,0,0,36,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,1,0,2882
681573,0,1,6,0,0,29,0,24,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2882
681574,0,2,6,0,0,13,0,9,0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2882
681588,0,0,6,0,0,42,0,0,0,1,0,1,0,0,0,0,0,744,0,1,0,0,0,1,0,0,13,0,0,0,0,0,20,0,3424
681589,0,0,24,0,0,0,0,0,0,1,0,1,4307,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3840
681591,0,0,24,0,0,0,0,0,0,1,0,1,4312,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3845
681592,0,0,6,0,0,42,0,-1,0,1,0,1,0,0,0,0,0,3639,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3637
681593,0,0,19,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3391
681599,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11113,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1831
681602,0,0,2,0,0,0,0,29,0.07500000298,1,0,1,0,0,0,0,0.5,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,22,15,3054
681605,0,0,5,1,0,0,0,0,1,1,0,6,0,0,0,184.45399475098,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,17,9268
681606,0,0,24,0,0,0,0,0,0,1,0,1,7506,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9269
681609,0,0,24,0,0,0,0,2,0,1,0,1,6533,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9271
681610,0,0,24,0,0,0,0,0,0,1,0,1,4313,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3847
