ID,SpellID,EquippedItemClass,EquippedItemInvTypes,EquippedItemSubclass
211342,29507,4,0,64
211348,29707,2,0,173555
211496,29719,4,0,64
211497,29720,4,0,64
211549,29120,2,0,262156
211550,29121,2,0,262156
211551,29122,2,0,262156
211691,29390,4,0,64
211732,30221,2,0,262156
211765,29176,2,0,4
211845,29425,2,0,173555
211846,29426,2,0,173555
211931,29665,2,0,173555
211933,29667,2,0,173555
211970,30474,2,0,173555
211973,30477,2,0,262156
211997,29452,2,0,33219
212001,29567,2,0,173555
212013,29832,2,0,173555
212031,30324,2,0,173555
212061,29453,2,0,33219
212062,29454,4,0,96
212070,29572,2,0,173555
212071,29674,4,0,64
212088,30014,2,0,173555
212096,30250,2,0,262156
212098,30252,2,0,262156
212139,29575,2,0,262156
212140,29576,2,0,262156
212144,29684,4,0,64
212158,30016,2,0,41105
212161,30022,2,0,41105
212168,30255,2,0,262156
212170,30257,2,0,262156
212171,30330,2,0,173555
212212,29578,2,0,41459
212243,30258,2,0,262156
212245,30260,2,0,262156
212283,29582,2,0,65536
212284,29583,2,0,65536
212360,29590,2,0,173555
212361,29591,2,0,173555
212362,29592,2,0,173555
212440,29702,4,0,64
212442,29704,4,0,64
212474,30356,4,0,64
212475,30357,2,0,173555
212581,30990,2,0,262156
212615,31566,2,0,173555
212646,30815,2,0,173555
212647,30817,2,0,173555
212709,30688,4,0,96
212710,30822,2,0,173555
212863,30832,2,0,173555
212869,30933,2,0,262156
212873,31022,2,0,173555
212895,31410,2,0,173555
212913,31731,4,0,64
212924,30614,2,0,262156
212992,30619,2,0,173555
212994,30621,2,0,173555
213016,31124,2,0,173555
213088,31126,2,0,173555
213130,31827,2,0,173555
213202,31754,2,0,173555
213275,31758,2,0,65536
213354,30493,2,0,4
213394,31275,2,0,196083
213400,31369,4,128,31
213401,31370,4,128,31
213425,30495,2,0,173555
213470,31371,4,128,31
213471,31372,4,128,31
213491,31772,2,0,65536
213552,31623,2,0,262156
213627,31629,2,0,173555
213671,32319,2,0,32768
213672,32320,2,0,32768
213673,32321,2,0,32768
213679,32397,4,1050016,30
213708,32864,2,0,173555
213714,32946,2,0,128
213752,32398,4,1050016,30
213753,32399,4,1050016,30
213772,32716,2,0,65536
213800,31863,4,0,64
213846,32645,2,0,173555
213867,32954,2,0,128
213882,31935,4,0,64
213896,32168,2,0,262156
213958,31942,2,0,262156
213970,32175,2,0,173107
213971,32176,2,0,40977
214041,32103,2,0,262156
214077,32736,2,0,173555
214164,32894,2,0,32768
214195,32190,2,0,262156
214201,32274,4,1048608,0
214221,32587,4,0,96
214222,32588,2,0,173555
214275,32282,4,1048608,0
214280,32426,4,256,30
214380,32908,2,0,173555
214381,32909,2,0,173555
214439,32684,2,0,173555
214459,32915,2,0,173555
214472,31975,2,0,262156
214494,32376,2,0,173555
214520,32849,2,0,173555
214521,32916,2,0,173555
214561,32378,2,0,173555
214648,32699,4,0,64
214650,32774,4,0,64
214671,31911,2,0,173555
214717,32700,4,0,64
214722,32777,4,0,64
214750,31996,2,0,173555
214768,32315,2,0,173555
214770,32317,2,0,2097151
214852,33626,2,0,173555
214913,33480,2,0,173555
214959,33109,2,0,8192
215013,33990,4,1048608,31
215014,33991,4,1048608,31
215072,33792,2,0,262156
215078,33865,2,0,173555
215081,33925,2,0,173555
215084,33992,4,1048608,31
215085,33993,4,1024,31
215086,33994,4,1024,31
215087,33995,4,1024,31
215146,33796,2,0,262156
215159,33996,4,1024,31
215160,33997,4,1024,31
215161,33999,4,1024,31
215199,33498,2,0,32768
215220,33871,4,0,64
215228,34001,4,512,30
215229,34002,4,512,30
215230,34003,4,65536,30
215287,33808,2,0,8
215297,34004,4,65536,30
215298,34005,4,65536,30
215299,34006,4,65536,30
215364,34007,4,256,30
215365,34008,4,256,30
215366,34009,4,0,64
215437,34010,2,0,189939
215595,34100,2,0,262156
215639,33750,2,4202496,43153
215653,33964,2,0,173555
215661,34104,2,0,262156
215671,33083,2,0,1
215748,33089,4,0,64
215777,33542,2,0,173555
215892,34120,2,0,262156
215900,33095,2,0,1048576
215919,33386,2,0,32768
215973,35441,4,8,30
215975,35443,4,2,31
215976,35444,4,2,31
216051,35445,4,2,31
216053,35447,4,2,31
216064,34451,2,0,65536
216095,34920,2,0,173555
216184,35144,2,0,173555
216207,35452,4,2,31
216208,35453,4,2,31
216209,35454,4,2,31
216276,35395,2,0,173555
216277,35455,4,2,31
216278,35456,4,2,31
216279,35457,4,2,31
216348,35401,2,0,262156
216349,35458,4,2,31
216350,35459,2,0,262144
216418,35402,4,8,31
216419,35403,4,8,31
216420,35404,4,8,31
216490,35405,4,8,31
216491,35406,4,8,31
216492,35407,4,8,31
216505,34411,2,0,32768
216527,34799,2,0,173555
216534,34940,2,0,173555
216565,35473,2,0,173555
216572,34339,2,0,9264
216573,34412,2,0,32768
216574,34413,2,0,32768
216575,34414,2,0,32768
216588,34641,2,0,65536
216600,34879,2,0,262156
216618,35178,4,0,64
216630,35415,4,1050016,30
216631,35416,4,1050016,30
216636,34340,2,0,9264
216641,34415,2,0,32768
216642,34416,2,0,32768
216643,34417,2,0,32768
216690,35262,2,0,65536
216697,35417,4,8,31
216698,35418,4,1050016,30
216699,35419,4,1050016,30
216710,34418,2,0,32768
216711,34419,2,0,32768
216717,34490,2,0,262156
216772,35420,4,1050016,30
216815,34820,2,0,173555
216839,35189,2,0,173555
216905,35040,2,0,65536
216931,35432,4,8,31
216932,35433,4,8,31
216953,34583,2,0,262156
216966,34829,2,0,262156
216997,35355,4,8,31
217000,35434,4,8,31
217001,35435,4,8,31
217002,35436,4,8,31
217046,35054,2,0,173555
217068,35437,4,8,31
217069,35438,4,8,31
217070,35439,4,8,31
217202,36246,2,0,262156
217224,36647,2,0,173555
217296,36490,2,0,256
217310,36732,2,0,262156
217369,36494,2,0,173555
217370,36495,2,0,173555
217371,36496,2,0,173555
217372,36497,2,0,173555
217445,36426,2,0,2
217446,36498,2,0,173555
217447,36499,2,0,173555
217449,36502,2,0,173555
217495,36009,2,0,128
217497,36011,2,0,8192
217498,36012,2,0,16
217499,36013,2,0,32768
217503,36093,2,0,173555
217524,36503,4,0,64
217541,36744,2,0,173555
217558,35791,2,0,42483
217559,35792,2,0,42483
217560,35793,2,0,42483
217605,36591,2,0,173555
217617,36750,2,0,173555
217618,36751,2,0,173555
217633,35794,2,0,42483
217634,35795,2,0,42483
217635,35796,2,0,42483
217638,35857,2,0,173555
217642,35932,2,0,262156
217693,36752,2,0,173555
217694,36753,2,0,173555
217695,36754,2,0,173555
217696,36755,2,0,173555
217711,35797,2,0,42483
217712,35798,2,0,42483
217713,35799,2,0,42483
217714,35800,2,0,136546
217726,36023,2,0,173555
217743,36281,4,2048,0
217744,36282,4,2048,0
217745,36283,4,2048,0
217771,36756,2,0,173555
217772,36757,2,0,173555
217773,36758,2,0,173555
217774,36759,2,0,173555
217792,35801,2,0,136546
217793,35802,4,0,64
217794,35803,4,0,64
217798,35871,2,0,173555
217802,35946,2,0,262156
217818,36284,4,2048,0
217819,36285,4,65536,30
217820,36286,4,256,30
217837,36609,2,0,262156
217845,36760,2,0,173555
217846,36761,2,0,173555
217847,36762,2,0,173555
217848,36763,2,0,173555
217866,35804,4,0,64
217867,35805,4,0,64
217868,35806,4,256,30
217875,35949,2,0,173555
217876,35950,2,0,262156
217945,35807,4,256,30
217946,35808,4,256,30
217947,35809,4,256,30
217955,35953,2,0,173555
217971,36293,2,0,262156
218003,35488,4,128,31
218004,35489,4,128,31
218023,35810,4,256,30
218024,35811,4,65536,31
218025,35812,4,65536,31
218026,35813,4,65536,31
218031,35886,2,0,173555
218080,36623,2,0,262156
218082,36625,2,0,262156
218087,35490,4,128,31
218108,35814,4,65536,31
218109,35815,4,1024,31
218110,35816,4,1024,31
218119,35964,2,0,262156
218164,35495,4,128,31
218186,35817,4,1024,31
218187,35818,4,1024,31
218188,35819,4,1024,31
218201,36054,2,0,173555
218264,35820,4,1024,31
218265,35821,4,1048608,31
218266,35822,4,1048608,31
218322,35511,2,0,262156
218339,35823,4,1048608,31
218340,35824,4,1048608,31
218341,35825,4,1048608,31
218342,35826,4,1048608,31
218367,36319,2,0,128
218371,36323,2,0,8
218394,37847,2,0,262156
218433,37321,2,0,173555
218538,37770,2,0,262156
218559,36951,2,0,262156
218661,37551,2,0,262156
218662,37552,2,0,173555
218810,37559,2,0,4
218811,37560,2,0,8
218812,37561,2,0,262144
218894,37790,2,0,262156
218901,37876,2,0,32768
218993,36980,2,0,12
219051,37889,4,2,31
219059,36838,2,0,173555
219064,36984,2,0,262156
219086,37360,2,0,173555
219100,37577,2,0,173555
219121,37891,4,2,31
219125,36764,2,0,173555
219126,36765,2,0,173555
219127,36766,2,0,173555
219128,36767,2,0,173555
219138,36988,4,0,64
219150,37154,2,0,262156
219175,37581,2,0,173555
219198,36768,2,0,173555
219199,36769,2,0,173555
219200,36770,2,0,173555
219201,36771,2,0,173555
219211,36991,2,0,173555
219269,36772,2,0,173555
219270,36773,2,0,173555
219271,36774,2,0,173555
219272,36775,2,0,173555
219346,36776,2,0,173555
219347,36777,2,0,173555
219497,36787,2,0,173555
219584,38233,4,0,64
219591,38310,2,0,262156
219633,39047,2,0,173555
219668,38383,2,0,262156
219698,38904,2,0,65536
219715,39129,2,0,65536
219763,38764,2,0,173555
219794,38094,2,0,262156
219828,38615,2,0,173555
219846,38914,2,0,262156
219853,39060,2,0,65536
219854,39061,2,0,65536
219857,39135,2,0,173555
219914,38846,2,0,173555
220006,38029,2,0,173555
220008,38031,4,0,96
220021,38260,2,0,173555
220036,38474,2,0,173555
220063,38926,2,0,173555
220069,39070,2,0,173555
220090,38262,2,0,173555
220129,38858,2,0,262156
220130,38859,2,0,262156
220132,38861,2,0,262156
220204,38863,2,0,173555
220212,39008,2,0,32768
220217,39079,2,0,262156
220295,37973,2,0,173555
220332,38572,2,0,173555
220340,38723,2,0,262156
220353,38875,2,0,173555
220355,38940,2,0,262156
220365,37974,2,0,173555
220415,38807,2,0,262156
220422,38942,2,0,262156
220423,38943,2,0,262156
220525,38295,2,0,262156
220562,38952,2,0,262156
220589,38226,2,0,173555
220599,38370,2,0,262156
220618,38742,2,0,173555
220630,38894,2,0,173555
220647,37998,2,0,173555
220668,38372,2,0,262156
220685,38598,2,0,173555
220850,39967,2,0,173555
220897,39595,2,0,173555
220929,40124,2,0,262156
221078,40137,2,0,128
221079,40138,2,0,8192
221080,40139,2,0,16
221172,40392,2,0,173555
221228,40149,2,0,32768
221240,40317,2,0,65536
221411,39403,4,512,30
221412,39404,4,512,30
221433,39846,2,0,8192
221434,39847,2,0,32768
221471,39171,2,0,173555
221483,39405,4,512,30
221484,39406,4,512,30
221485,39407,4,512,30
221486,39408,4,512,30
221508,39779,2,0,128
221509,39780,2,0,16
221546,39174,2,0,173555
221557,39332,2,0,173555
221560,39409,4,512,30
221561,39410,4,512,30
221562,39411,4,512,30
221585,39781,2,0,1
221701,39182,2,0,262156
222096,40444,4,0,64
222219,41169,2,0,262156
222242,41551,2,0,43153
222243,41552,2,0,43153
222244,41553,2,0,174225
222245,41554,2,0,43153
222246,41555,2,0,43153
222293,41093,2,0,262156
222321,41556,2,0,43153
222378,41177,2,0,173555
222379,41178,2,0,173555
222452,41104,4,0,64
222455,41180,4,0,64
222457,41182,2,0,173555
222516,40872,2,0,262156
222517,40873,2,0,262156
222606,41186,2,0,262156
222607,41187,2,0,262156
222608,41188,2,0,262156
222758,41196,4,0,64
222759,41197,4,0,64
222782,40413,2,0,65536
222844,41440,2,0,262156
222926,40423,2,0,173555
222981,41448,2,0,262156
223024,41063,2,0,173555
223165,42088,2,0,8192
223206,43298,2,0,173555
223396,42012,2,0,42483
223402,42101,2,0,128
223403,42102,2,0,16
223404,42103,2,0,1
223594,42579,2,0,262156
223595,42687,2,0,173555
223669,42580,2,0,262156
223757,42587,2,0,173555
223774,43205,2,0,262156
223894,42130,2,0,262156
223895,42131,2,0,262156
223921,42974,2,0,189939
223997,43005,2,0,42483
224041,42064,2,0,32768
224042,42065,2,0,128
224043,42066,2,0,16
224079,43246,2,0,173555
224092,43529,2,0,173555
224117,42067,2,0,8192
224118,42068,2,0,32768
224137,42495,2,0,173555
224219,42620,2,0,189939
224277,42081,2,0,32768
224280,42158,2,0,16
224309,43107,2,0,65536
224392,43118,2,0,173555
224400,43441,2,0,173555
224416,43699,2,0,1048576
224434,44271,2,0,262156
224515,44285,2,0,262156
224561,45697,2,0,1048576
224593,44286,2,0,173555
224613,44968,4,1050026,30
224690,44972,2,0,262148
224705,45219,2,0,262156
224792,45731,2,0,1048576
224833,44769,4,1024,30
224856,45229,2,0,262156
225049,44533,2,0,173555
225121,44534,2,0,173555
225228,45172,2,0,262156
225399,45395,2,6430720,0
225444,44639,2,0,262156
225461,45101,2,0,262156
225478,45397,2,6430720,0
225518,44383,4,0,64
225536,45028,4,65536,30
225593,44268,2,0,173555
225614,44949,2,0,41105
225671,46460,2,0,262156
225672,46461,2,0,132450
225673,46462,2,0,132450
225674,46522,4,0,64
225676,46524,4,0,64
225677,46525,4,0,64
225755,46526,4,0,64
225756,46527,2,0,189939
225758,46529,2,0,189939
225766,46762,4,0,64
225825,46470,4,256,30
225827,46531,2,0,189939
225828,46532,2,0,58867
225899,46471,4,256,30
225900,46472,4,256,30
225903,46533,2,0,173555
225905,46535,2,0,189939
225906,46536,2,0,189939
225978,46537,2,0,189939
225979,46538,2,0,189939
225980,46539,2,0,189939
226000,48098,2,0,262156
226052,46540,2,0,189939
226124,46490,4,256,30
226125,46491,4,256,30
226126,46492,4,256,30
226202,46493,4,512,30
226203,46494,4,512,30
226204,46495,4,512,30
226205,46496,4,512,30
226209,46557,2,0,262156
226210,46558,2,0,173555
226234,48401,15,0,32
226274,46497,4,512,30
226275,46498,4,512,30
226276,46499,4,512,30
226277,46559,2,0,173555
226281,46681,2,0,262156
226292,47001,2,0,262156
226304,48555,15,0,32
226328,46189,2,0,173555
226342,46500,4,512,30
226343,46501,4,1048608,31
226344,46502,4,1048608,31
226369,48556,15,0,32
226370,48557,15,0,32
226415,46503,4,1048608,31
226416,46504,4,1048608,31
226417,46505,4,65536,30
226487,46506,4,65536,30
226488,46507,4,65536,30
226489,46508,4,65536,30
226504,47051,4,65536,31
226560,46509,4,65536,30
226561,46510,4,65536,30
226562,46511,4,1024,31
226566,46578,2,0,189939
226602,50733,2,0,262156
226635,46512,4,1024,31
226636,46513,4,1024,31
226637,46514,4,1024,31
226718,46515,4,1024,31
226719,46516,4,1024,31
226720,46517,4,2048,0
226792,46518,4,2048,0
226793,46519,4,2048,0
226794,46520,4,2048,0
226798,46594,4,1048608,31
226815,47103,15,0,32
226837,24816,2,0,173555
226902,359639,4,512,30
226903,359640,4,65536,30
226904,359641,4,1024,30
226905,359642,2,0,58867
226906,359685,4,0,64
226907,359847,4,65536,30
226908,359858,4,1024,31
226909,359895,4,0,64
226910,359949,4,65536,30
226911,359950,4,65536,30
